Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Pascoe Vale,1/22 Joffre Rd,3,u,736000,S,Nelson,27/05/2017,8.5,3044,3,1,0,278,116,1950,Moreland City Council,-37.71798,144.93965,Northern Metropolitan,7485
Pascoe Vale,1/43 Surrey St,2,h,478000,S,Nelson,27/05/2017,8.5,3044,2,1,1,0,73,1960,Moreland City Council,-37.72436,144.94855,Northern Metropolitan,7485
Port Melbourne,31 Albert St,2,h,1335000,S,Cayzer,27/05/2017,3.5,3207,2,1,0,181,105,1880,Melbourne City Council,-37.83661,144.93358999999998,Southern Metropolitan,8648
Prahran,5/305 Dandenong Rd,2,u,740000,S,Biggin,27/05/2017,4.6,3181,2,1,1,0,100,1940,Stonnington City Council,-37.85931,145.00616000000002,Southern Metropolitan,7717
Prahran,102/11 Hillingdon Pl,2,u,698000,S,Marshall,27/05/2017,4.6,3181,2,1,1,0,85,1900,Stonnington City Council,-37.85163,144.9943,Southern Metropolitan,7717
Prahran,20 King St,2,h,780000,VB,Biggin,27/05/2017,4.6,3181,2,1,0,117,48,1900,Stonnington City Council,-37.84998,144.99499,Southern Metropolitan,7717
Preston,19 Cynga St,3,h,920000,PI,Haughton,27/05/2017,8.4,3072,3,1,2,693,93,1950,Darebin City Council,-37.74528,145.01987,Northern Metropolitan,14577
Preston,105 Gower St,3,h,1115000,S,McGrath,27/05/2017,8.4,3072,3,1,2,680,129,1960,Darebin City Council,-37.74244,145.02006,Northern Metropolitan,14577
Preston,52 May St,3,h,1171000,S,Woodards,27/05/2017,8.4,3072,3,1,2,483,186,1930,Darebin City Council,-37.73261,144.99535,Northern Metropolitan,14577
Preston,477 Murray Rd,5,h,1060000,SP,Nelson,27/05/2017,8.4,3072,5,2,2,559,192,1940,Darebin City Council,-37.73645,144.98715,Northern Metropolitan,14577
Preston,3/5 Sussex St,2,h,617500,S,Holland,27/05/2017,8.4,3072,2,1,3,155,81,1985,Darebin City Council,-37.75308,145.01463999999999,Northern Metropolitan,14577
Reservoir,25 Fyfe St,2,t,575000,S,Ray,27/05/2017,12.0,3073,2,2,1,151,102,2015,Darebin City Council,-37.70426,145.01203999999998,Northern Metropolitan,21650
Reservoir,104 Purinuan Rd,3,h,635000,SP,hockingstuart,27/05/2017,12.0,3073,3,2,2,289,147,2009,Darebin City Council,-37.70798,145.02101000000002,Northern Metropolitan,21650
Reservoir,4 Wattle Gr,3,h,860000,S,Nelson,27/05/2017,12.0,3073,3,1,2,627,136,1950,Darebin City Council,-37.722159999999995,144.99381,Northern Metropolitan,21650
Richmond,52/73 River St,2,u,615000,PI,hockingstuart,27/05/2017,2.4,3121,2,2,1,14196,86,2005,Yarra City Council,-37.818940000000005,145.01314,Northern Metropolitan,14949
Richmond,7/4 Smith St,1,u,314000,SP,Biggin,27/05/2017,2.4,3121,1,1,1,0,37,1970,Yarra City Council,-37.81256,144.99347,Northern Metropolitan,14949
Richmond,9 Wall St,2,h,1341000,S,Biggin,27/05/2017,2.4,3121,2,1,0,135,87,1890,Yarra City Council,-37.82241,145.00235,Northern Metropolitan,14949
Ringwood East,2/5 Mines Rd,2,u,609000,S,Barry,27/05/2017,21.3,3135,2,1,2,190,70,1970,Maroondah City Council,-37.80551,145.24589,Eastern Metropolitan,4407
Rosanna,9 Darvall St,3,h,1100000,PI,Fletchers,27/05/2017,8.9,3084,3,2,2,468,212,1985,Banyule City Council,-37.74088,145.06285,Eastern Metropolitan,3540
Sandringham,8/7 Neptune St,2,u,760000,S,Buxton,27/05/2017,15.2,3191,2,1,1,0,82,1970,Bayside City Council,-37.95142,145.01977,Southern Metropolitan,4497
Seaford,12 Riviera St,4,h,795000,S,Veitch,27/05/2017,35.4,3198,4,2,2,631,158,1960,Frankston City Council,-38.08814,145.12598,South-Eastern Metropolitan,8077
Seddon,57 Charles St,2,h,830000,VB,Village,27/05/2017,5.1,3011,2,1,1,152,91,1910,Maribyrnong City Council,-37.80697,144.8928,Western Metropolitan,2417
Seddon,19 Station Rd,2,h,940000,S,Jellis,27/05/2017,5.1,3011,2,1,0,207,94,1910,Maribyrnong City Council,-37.8071,144.88912,Western Metropolitan,2417
South Yarra,4 Hawksburn Rd,4,h,2920000,S,RT,27/05/2017,2.7,3141,4,2,2,564,254,1920,Melbourne City Council,-37.84405,145.0016,Southern Metropolitan,14887
South Yarra,17/43 Kensington Rd,1,u,400000,VB,Jellis,27/05/2017,2.7,3141,1,1,1,0,43,1950,Melbourne City Council,-37.83678,145.00137,Southern Metropolitan,14887
Southbank,28/161 Sturt St,2,u,600000,VB,hockingstuart,27/05/2017,0.7,3006,2,1,1,3634,80,1993,Melbourne City Council,-37.8281,144.96627,Southern Metropolitan,8400
St Helena,11 Erinne Ct,5,h,1387000,S,Morrison,27/05/2017,16.1,3088,5,3,3,1348,370,2005,Banyule City Council,-37.68508,145.1395,Eastern Metropolitan,915
St Kilda,4/57 Chapel St,1,u,480000,PI,Buxton,27/05/2017,5.0,3182,1,1,1,0,64,1930,Port Phillip City Council,-37.86305,144.9911,Southern Metropolitan,13240
Sunbury,20 Miller St,4,h,535000,SP,Brad,27/05/2017,31.7,3429,4,2,2,808,155,1970,Hume City Council,-37.580890000000004,144.72183,Western Metropolitan,14092
Sunshine,81 Parsons St,3,h,1070000,S,Bells,27/05/2017,10.5,3020,3,2,2,573,198,1940,Brimbank City Council,-37.791270000000004,144.83713,Western Metropolitan,3755
Sunshine North,9 Compton Pde,6,h,750000,SP,Douglas,27/05/2017,10.5,3020,6,2,4,588,113,1955,Brimbank City Council,-37.77049,144.83167,Western Metropolitan,4217
Sunshine North,9 McLeod St,3,h,632000,S,Douglas,27/05/2017,10.5,3020,3,1,1,471,121,1950,Brimbank City Council,-37.76951,144.83309,Western Metropolitan,4217
Surrey Hills,25 James St,5,h,2505000,S,Jellis,27/05/2017,10.2,3127,5,2,0,739,266,1927,Boroondara City Council,-37.81708,145.09566,Southern Metropolitan,5457
Surrey Hills,33 Kingston Rd,3,h,1785000,S,Noel,27/05/2017,10.2,3127,3,1,1,516,120,1910,Boroondara City Council,-37.82372,145.09085,Southern Metropolitan,5457
Templestowe Lower,140 Swanston St,4,h,1375000,VB,Jellis,27/05/2017,12.4,3107,4,2,1,662,240,1950,Manningham City Council,-37.75763,145.09974,Eastern Metropolitan,5420
Thomastown,84 The Boulevard,3,h,740000,S,Harcourts,27/05/2017,15.3,3074,3,1,2,727,109,1952,Whittlesea City Council,-37.67873,145.01878,Northern Metropolitan,7955
Thornbury,2/124 Flinders St,2,u,745000,S,McGrath,27/05/2017,7.0,3071,2,1,1,120,70,1975,Darebin City Council,-37.756679999999996,145.00929,Northern Metropolitan,8870
Thornbury,30 Martin St,3,h,1225000,SP,Jellis,27/05/2017,7.0,3071,3,1,0,275,90,1920,Darebin City Council,-37.76126,145.00247,Northern Metropolitan,8870
Truganina,1/14 Stable Dr,3,u,390000,SP,Sweeney,27/05/2017,18.4,3029,3,2,1,289,138,2008,Melton City Council,-37.84169,144.72333,Western Metropolitan,5811
Tullamarine,35 Finningley Dr,3,h,695000,S,YPA,27/05/2017,12.9,3043,3,1,2,676,121,1980,Brimbank City Council,-37.69636,144.88265,Western Metropolitan,3296
Viewbank,34 Martins La,3,h,870000,S,Miles,27/05/2017,8.9,3084,3,2,2,291,151,2000,Banyule City Council,-37.73253,145.0873,Eastern Metropolitan,2698
Watsonia North,66 MacOrna St,4,h,710000,S,Barry,27/05/2017,14.5,3087,4,1,3,541,145,1960,Banyule City Council,-37.69778,145.08516,Northern Metropolitan,1442
Werribee,58 Church St,3,h,570000,S,YPA,27/05/2017,14.7,3030,3,1,2,660,113,1960,Wyndham City Council,-37.909079999999996,144.65774,Western Metropolitan,16166
West Footscray,5/19 Waratah St,3,u,597000,SP,Jas,27/05/2017,6.4,3012,3,1,1,126,120,1995,Maribyrnong City Council,-37.80962,144.86876999999998,Western Metropolitan,5058
West Melbourne,1/110 Railway Pl,2,u,660000,PI,Nelson,27/05/2017,3.1,3003,2,1,1,0,91,1993,Melbourne City Council,-37.808479999999996,144.9437,Northern Metropolitan,2230
Williamstown,2/70 Osborne St,2,u,880000,S,hockingstuart,27/05/2017,6.8,3016,2,1,2,169,78,2000,Hobsons Bay City Council,-37.866820000000004,144.90003000000002,Western Metropolitan,6380
Williamstown North,6 Edina St,3,h,862000,SP,Greg,27/05/2017,6.8,3016,3,1,1,353,85,1940,Hobsons Bay City Council,-37.85432,144.88214,Western Metropolitan,802
Wollert,8 Yumbarra Pde,4,h,595000,S,Iconek,27/05/2017,25.5,3750,4,2,2,448,370,2012,Whittlesea City Council,-37.61337,145.03606000000002,Northern Metropolitan,2940
Yarraville,1/27 Stephen St,2,u,709500,SP,Jas,27/05/2017,6.3,3013,2,1,1,80,80,1970,Maribyrnong City Council,-37.81133,144.89553,Western Metropolitan,6543
Airport West,3/26 Highridge Cr,3,u,670000,S,Nelson,8/07/2017,10.4,3042,3,1,2,169,153,2000,Moonee Valley City Council,-37.72752,144.88358,Western Metropolitan,3464
Avondale Heights,6 Ridley Av,3,h,720000,PI,Harcourts,8/07/2017,9.5,3034,3,1,1,582,110,1965,Moonee Valley City Council,-37.76063,144.8603,Western Metropolitan,4502
Avondale Heights,132 Templewood Cr,3,h,1107500,S,Nelson,8/07/2017,9.5,3034,3,3,1,668,190,2014,Moonee Valley City Council,-37.75962,144.86675,Western Metropolitan,4502
Bayswater,1/20 Kumala Rd,2,u,520000,S,Ray,8/07/2017,23.2,3153,2,1,1,158,69,1975,Knox City Council,-37.845,145.25624,Eastern Metropolitan,5030
Bentleigh,4/463 South Rd,2,u,380000,PI,Hodges,8/07/2017,11.4,3204,2,1,1,1,62,2011,Glen Eira City Council,-37.9332,145.03794,Southern Metropolitan,6795
Berwick,9 Geranium Ct,4,h,920000,S,Peake,8/07/2017,35.2,3806,4,5,2,638,352,2014,Casey City Council,-38.0683,145.33833,Eastern Victoria,17093
Berwick,9 Sunview Pl,4,h,950000,SA,Eview,8/07/2017,35.2,3806,4,4,2,603,391,2007,Casey City Council,-38.06788,145.33966999999998,Eastern Victoria,17093
Blackburn,3/43 The Ridge,2,u,485000,S,Barry,8/07/2017,13.4,3130,2,1,1,0,55,1960,Whitehorse City Council,-37.82945,145.15697,Eastern Metropolitan,5713
Blackburn South,24 Sylvia St,3,h,1291000,S,Barry,8/07/2017,13.4,3130,3,2,2,548,127,1970,Whitehorse City Council,-37.84453,145.14446,Eastern Metropolitan,4387
Boronia,8 Darwin Rd,3,h,775000,S,Ray,8/07/2017,25.0,3155,3,1,2,720,131,1970,Knox City Council,-37.861259999999994,145.25808,Eastern Metropolitan,9704
Boronia,34 Russell Cr,4,h,820000,S,Philip,8/07/2017,25.0,3155,4,2,4,719,200,1975,Knox City Council,-37.864340000000006,145.25739,Eastern Metropolitan,9704
Braybrook,14 Enderby Ct,3,h,797000,S,Douglas,8/07/2017,8.6,3019,3,1,2,694,110,1960,Maribyrnong City Council,-37.793820000000004,144.85107,Western Metropolitan,3589
Braybrook,1 Walker Pl,2,h,590000,S,hockingstuart,8/07/2017,8.6,3019,2,1,1,304,74,1950,Maribyrnong City Council,-37.783409999999996,144.85574,Western Metropolitan,3589
Brighton East,1/3 Gleniffer Av,2,u,585000,PI,Buxton,8/07/2017,10.3,3187,2,1,1,0,82,1950,Bayside City Council,-37.931709999999995,145.03041000000002,Southern Metropolitan,6938
Brighton East,90 Thomas St,4,h,1580000,PI,Jellis,8/07/2017,10.3,3187,4,1,2,890,165,1970,Bayside City Council,-37.91053,145.02447,Southern Metropolitan,6938
Broadmeadows,48 Walsh St,3,h,386000,S,hockingstuart,8/07/2017,14.0,3047,3,1,1,341,71,1965,Hume City Council,-37.6886,144.92281,Northern Metropolitan,4294
Brooklyn,3/49 Stenhouse Av,2,u,515000,SP,hockingstuart,8/07/2017,6.4,3012,2,1,2,159,140,2012,Brimbank City Council,-37.82073,144.8447,Western Metropolitan,962
Brunswick,9 Blyth St,4,h,1515000,S,Jellis,8/07/2017,5.2,3056,4,2,2,236,194,1890,Moreland City Council,-37.76549,144.96366,Northern Metropolitan,11918
Brunswick,37 Fourth Av,3,h,1037000,S,Nelson,8/07/2017,5.2,3056,3,1,1,210,101,1996,Moreland City Council,-37.757459999999995,144.95633,Northern Metropolitan,11918
Brunswick East,219 Glenlyon Rd,3,h,1330000,PI,Woodards,8/07/2017,4.0,3057,3,2,1,161,190,1890,Moreland City Council,-37.772890000000004,144.97503,Northern Metropolitan,5533
Brunswick East,63 Harrison St,3,t,937000,SP,Jellis,8/07/2017,4.0,3057,3,2,1,110,121,2000,Moreland City Council,-37.760490000000004,144.98065,Northern Metropolitan,5533
Brunswick East,302/218 Lygon St,1,u,290000,VB,Dingle,8/07/2017,4.0,3057,1,1,0,197,41,2012,Moreland City Council,-37.77165,144.97187,Northern Metropolitan,5533
Bundoora,12 Norwood Ct,3,h,730000,S,Barry,8/07/2017,12.1,3083,3,1,1,612,101,1960,Banyule City Council,-37.70602,145.05945,Northern Metropolitan,10175
Bundoora,71 Wallara Cr,3,h,660000,S,Buckingham,8/07/2017,12.1,3083,3,1,2,582,119,1970,Banyule City Council,-37.70301,145.06341,Northern Metropolitan,10175
Burwood East,389 Blackburn Rd,3,h,1150000,S,Ray,8/07/2017,14.7,3151,3,2,2,668,140,1965,Whitehorse City Council,-37.85695,145.15143999999998,Eastern Metropolitan,4048
Burwood East,1 Sartori St,4,h,1600000,S,Fletchers,8/07/2017,14.7,3151,4,2,2,592,260,2007,Whitehorse City Council,-37.84839,145.14299,Eastern Metropolitan,4048
Camberwell,5/26 Cornell St,2,u,755000,S,hockingstuart,8/07/2017,7.7,3124,2,1,1,92,82,1960,Boroondara City Council,-37.8401,145.09113,Southern Metropolitan,8920
Carnegie,1/17 Cosy Gum Rd,2,u,750000,S,Thomson,8/07/2017,10.1,3163,2,1,2,0,85,1970,Glen Eira City Council,-37.88368,145.0515,Southern Metropolitan,7822
Carnegie,5/12 Judith St,1,u,286000,PI,Gary,8/07/2017,10.1,3163,1,1,1,314,45,1960,Glen Eira City Council,-37.903209999999994,145.0555,Southern Metropolitan,7822
Carnegie,7/177 Oakleigh Rd,2,u,580010,SP,hockingstuart,8/07/2017,10.1,3163,2,1,1,0,72,1970,Glen Eira City Council,-37.9003,145.06342,Southern Metropolitan,7822
Carnegie,1/108 Truganini Rd,4,t,1250000,S,hockingstuart,8/07/2017,10.1,3163,4,3,2,326,223,2005,Glen Eira City Council,-37.89334,145.05463,Southern Metropolitan,7822
Caroline Springs,5/1 Dargi Grn,3,t,360000,SA,O'Brien,8/07/2017,14.8,3023,3,1,1,0,136,2009,Melton City Council,-37.70624,144.74042,Western Metropolitan,7719
Caroline Springs,20 Hawksbury Grn,4,h,740000,S,Barry,8/07/2017,14.8,3023,4,2,2,750,222,2008,Melton City Council,-37.7277,144.73422,Western Metropolitan,7719
Carrum Downs,40 Whimbrel Cr,4,h,647000,S,Harcourts,8/07/2017,34.9,3201,4,2,4,688,204,2002,Frankston City Council,-38.109840000000005,145.17061999999999,South-Eastern Metropolitan,8060
Chadstone,1/11 Hiscock St,3,t,930000,S,Ray,8/07/2017,11.7,3148,3,2,1,0,127,2011,Monash City Council,-37.88289,145.09871,Southern Metropolitan,3582
Coburg,251 Bell St,2,h,760000,S,Nelson,8/07/2017,6.7,3058,2,1,2,378,105,1920,Darebin City Council,-37.740109999999994,144.95266999999998,Northern Metropolitan,11204
Coburg,5A Hardwick St,2,t,876000,S,Woodards,8/07/2017,6.7,3058,2,2,1,134,100,2014,Darebin City Council,-37.749140000000004,144.96826000000001,Northern Metropolitan,11204
Collingwood,6/13 Alexander St,1,u,365000,SP,Jellis,8/07/2017,2.0,3066,1,1,0,0,46,1960,Yarra City Council,-37.795970000000004,144.99108,Northern Metropolitan,4553
Collingwood,30 Alexander St,3,h,1297000,S,Dixon,8/07/2017,2.0,3066,3,2,0,186,137,1890,Yarra City Council,-37.79557,144.99158,Northern Metropolitan,4553
Croydon,30 Allendale Rd,5,h,865000,PI,Ray,8/07/2017,23.0,3136,4,2,2,974,200,1975,Maroondah City Council,-37.79189,145.29661000000002,Eastern Metropolitan,11925
Croydon,21 Dixon Av,4,h,760000,SP,Barry,8/07/2017,23.0,3136,4,2,2,815,140,1960,Maroondah City Council,-37.78393,145.29131999999998,Eastern Metropolitan,11925
Croydon,434 Dorset Rd,3,h,725000,S,Stockdale,8/07/2017,23.0,3136,3,1,2,802,105,1980,Maroondah City Council,-37.810829999999996,145.28791999999999,Eastern Metropolitan,11925
Croydon,21 Taylors Rd,4,h,1120000,S,Barry,8/07/2017,23.0,3136,4,2,2,864,228,2008,Maroondah City Council,-37.807179999999995,145.28581,Eastern Metropolitan,11925
Dandenong North,64 Waranga St,4,h,930000,S,Hodges,8/07/2017,24.7,3175,4,2,1,830,200,1980,Greater Dandenong City Council,-37.942640000000004,145.21786,South-Eastern Metropolitan,8322
Deer Park,13 Cavendish Dr,3,h,557000,S,Barry,8/07/2017,14.8,3023,3,1,2,539,148,1985,Brimbank City Council,-37.76545,144.76458,Western Metropolitan,6388
Deer Park,13 Poole St,3,h,650000,PI,Barry,8/07/2017,14.8,3023,3,1,2,697,135,1955,Brimbank City Council,-37.773959999999995,144.77229,Western Metropolitan,6388
Dingley Village,2 Cormorant Pl,3,h,806000,S,Buxton,8/07/2017,22.2,3172,3,2,1,539,134,1968,Kingston City Council,-37.98086,145.11993,South-Eastern Metropolitan,3940
Doncaster,10 Margot Av,4,h,1663000,S,Philip,8/07/2017,12.4,3108,4,3,2,674,250,1982,Manningham City Council,-37.77102,145.13338000000002,Eastern Metropolitan,9028
Doncaster East,20 Dianne St,4,h,1310000,S,Barry,8/07/2017,14.3,3109,4,3,2,706,200,1970,Manningham City Council,-37.795609999999996,145.16268,Eastern Metropolitan,10999
Doncaster East,2 Monet Ct,3,h,1530000,PI,Barry,8/07/2017,14.3,3109,3,2,2,798,160,1978,Manningham City Council,-37.77655,145.15386999999998,Eastern Metropolitan,10999
Donvale,6/5 Sunray Ct,2,t,630000,PI,Sell,8/07/2017,16.1,3111,2,1,1,196,100,2000,Manningham City Council,-37.80103,145.17844,Eastern Metropolitan,4790
Eaglemont,129 Banksia St,3,h,1300000,VB,Nelson,8/07/2017,8.9,3084,3,1,2,615,138,1950,Banyule City Council,-37.75825,145.05438,Eastern Metropolitan,1651
Edithvale,96 Berry Av,5,h,1260000,SP,O'Brien,8/07/2017,27.0,3196,5,6,3,900,178,1960,Kingston City Council,-38.04105,145.1216,South-Eastern Metropolitan,2546
Eltham,6/17 Silver St,3,h,655000,S,Barry,8/07/2017,18.0,3095,3,1,2,197,108,2009,Banyule City Council,-37.71613,145.13939,Eastern Metropolitan,6990
Elwood,206/35 Ormond Rd,1,u,435000,S,Wilson,8/07/2017,7.2,3184,1,1,1,1192,44,2009,Port Phillip City Council,-37.88306,144.9841,Southern Metropolitan,8989
Epping,8 Efficient St,3,h,490000,SP,Ristic,8/07/2017,19.6,3076,3,2,2,375,155,2012,Whittlesea City Council,-37.62157,145.01049,Northern Metropolitan,10926
Epping,2/8 Zurzolo Tce,2,h,417500,S,Harcourts,8/07/2017,19.6,3076,2,1,1,157,102,2000,Whittlesea City Council,-37.648270000000004,145.05317,Northern Metropolitan,10926
Essendon,13 Gordon St,3,h,1398000,SP,Barry,8/07/2017,7.5,3040,3,2,1,445,182,1960,Moonee Valley City Council,-37.756209999999996,144.93401,Western Metropolitan,9264
Ferntree Gully,2 Clendon Rd,3,t,664000,S,Ray,8/07/2017,24.8,3156,3,2,1,219,138,2010,Knox City Council,-37.8798,145.2775,Eastern Metropolitan,10788
Fitzroy,502/416 Gore St,2,u,790000,S,Nelson,8/07/2017,2.1,3065,2,1,2,6367,75,1930,Yarra City Council,-37.7967,144.98363,Northern Metropolitan,5825
Fitzroy,604/353 Napier St,2,u,830000,S,Jellis,8/07/2017,2.1,3065,2,2,1,4421,84,2011,Yarra City Council,-37.79721,144.98073,Northern Metropolitan,5825
Fitzroy,307/185 Rose St,1,u,456000,SP,hockingstuart,8/07/2017,2.1,3065,1,1,1,0,51,2011,Yarra City Council,-37.79636,144.98394,Northern Metropolitan,5825
Frankston,87 Aquarius Dr,3,h,565000,S,O'Brien,8/07/2017,38.0,3199,3,1,2,713,155,1980,Frankston City Council,-38.16483,145.16383000000002,South-Eastern Metropolitan,17055
Frankston South,14 Hoadley Av,3,h,810000,S,Ash,8/07/2017,38.0,3199,3,1,2,835,118,1960,Frankston City Council,-38.15983,145.11351000000002,South-Eastern Metropolitan,7566
Gladstone Park,19 Osborne Av,4,h,749000,SP,Barry,8/07/2017,12.9,3043,4,2,2,561,160,1970,Hume City Council,-37.68269,144.88601,Western Metropolitan,3285
Glen Iris,13/11 Belmont Av,1,u,260000,PI,Woodards,8/07/2017,7.3,3146,1,1,1,0,38,1950,Boroondara City Council,-37.8574,145.04795,Southern Metropolitan,10412
Glen Iris,1/15 Belmont Av,1,u,330000,SP,Thomson,8/07/2017,7.3,3146,1,1,1,0,44,1960,Boroondara City Council,-37.85702,145.04801,Southern Metropolitan,10412
Glen Iris,11/62 Edgar St N,2,u,501000,S,Jellis,8/07/2017,7.3,3146,2,1,1,2015,77,1960,Boroondara City Council,-37.850190000000005,145.0465,Southern Metropolitan,10412
Glen Waverley,1 Dorset St,3,h,1070000,S,Harcourts,8/07/2017,16.7,3150,3,2,1,839,116,1970,Monash City Council,-37.89813,145.14652,Eastern Metropolitan,15321
Glenroy,58 Bindi St,4,h,700000,S,RW,8/07/2017,11.2,3046,4,2,1,655,82,1950,Moreland City Council,-37.69558,144.93223,Northern Metropolitan,8870
Glenroy,4/71 Station Rd,2,t,400000,VB,Nelson,8/07/2017,11.2,3046,2,1,1,102,70,2012,Moreland City Council,-37.711220000000004,144.91863,Northern Metropolitan,8870
Glenroy,270 West St,2,h,675000,S,Eview,8/07/2017,11.2,3046,2,2,1,248,99,2011,Moreland City Council,-37.69705,144.94218999999998,Northern Metropolitan,8870
Greensborough,53 Narbethong Dr,3,h,866000,S,hockingstuart,8/07/2017,16.1,3088,3,2,2,743,147,1980,Banyule City Council,-37.71733,145.09622,Northern Metropolitan,8524
Greenvale,4 Lysterfield Dr,5,h,800000,SP,LJ,8/07/2017,20.4,3059,5,3,2,544,332,2008,Hume City Council,-37.61079,144.90823,Northern Metropolitan,4864
Hadfield,9 Bond St,3,h,735000,S,Eview,8/07/2017,11.2,3046,3,1,1,626,122,1950,Moreland City Council,-37.71425,144.95013,Northern Metropolitan,2606
Hadfield,3A Neil St,2,t,595000,S,Eview,8/07/2017,11.2,3046,2,2,1,201,111,2005,Moreland City Council,-37.71147,144.93927,Northern Metropolitan,2606
Hampton East,3/8 Eldon Ct,2,t,771000,S,McGrath,8/07/2017,13.8,3188,2,1,1,0,99,1992,Bayside City Council,-37.94083,145.03682,Southern Metropolitan,2356
Hampton Park,6 The Mews,3,h,400000,PI,Stockdale,8/07/2017,33.3,3976,3,1,1,301,98,1998,Casey City Council,-38.0457,145.27395,South-Eastern Metropolitan,8256
Hawthorn,5/29 Bell St,1,u,455000,S,Jellis,8/07/2017,5.3,3122,1,1,1,0,49,1960,Boroondara City Council,-37.81823,145.03972,Southern Metropolitan,11308
Hawthorn East,1/1091 Burke Rd,2,u,615888,SP,Marshall,8/07/2017,6.2,3123,2,1,1,915,73,1970,Boroondara City Council,-37.81835,145.05895,Southern Metropolitan,6482
Highett,33 Haynes St,4,h,1820000,S,hockingstuart,8/07/2017,16.0,3190,4,2,2,680,680,2006,Bayside City Council,-37.94882,145.03111,Southern Metropolitan,4794
Hughesdale,40 Canterbury St,5,h,1475000,S,Woodards,8/07/2017,12.3,3166,5,2,3,548,157,1920,Monash City Council,-37.90403,145.08118000000002,Southern Metropolitan,3145
Ivanhoe,49 Carn Av,5,h,2100000,PI,Upper,8/07/2017,7.8,3079,5,3,2,740,222,1960,Banyule City Council,-37.76086,145.05177,Eastern Metropolitan,5549
Ivanhoe,207 Waterdale Rd,2,h,1320000,S,Miles,8/07/2017,7.8,3079,2,1,0,620,114,1920,Banyule City Council,-37.760909999999996,145.04437,Eastern Metropolitan,5549
