Suburb,Address,Rooms,Type,Price,Method,Real Estate Agent,Date,Distance,Postcode,Number of Bathroom,number of carpark,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,Year,Month
Reservoir,28 Manoel Av,4,h,852000,S,Stockdale,2017-08-26,12.0,3073,3,2,527,240,1980,Darebin City Council,-37.69968,145.03426000000005,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,8
Reservoir,4 Newton St,3,h,800000,PI,Ray,2017-08-26,12.0,3073,1,2,585,90,1960,Darebin City Council,-37.73173,145.02884,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,8
Reservoir,167 Albert St,3,h,825000,S,Barry,2017-10-07,12.0,3073,1,0,663,92,1950,Darebin City Council,-37.7303,145.02514,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,10
Reservoir,3 Frankston St,2,h,945000,S,Nelson,2017-10-07,12.0,3073,1,2,469,90,1930,Darebin City Council,-37.72502,145.00089,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,10
Reservoir,12 Wilkinson St,4,h,1000000,S,Nelson,2017-10-21,12.0,3073,1,2,646,168,1950,Darebin City Council,-37.72653,145.01855,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,10
Reservoir,26 McFadzean Av,3,h,821000,S,Nelson,2017-11-11,12.0,3073,1,2,493,113,1980,Darebin City Council,-37.7064,144.9983,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,11
Reservoir,9 Bourke St,3,h,900000,S,Nelson,2018-01-06,12.0,3073,2,2,485,121,1950,Darebin City Council,-37.72486,144.991,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2018,1
Reservoir,7 East St,3,h,810000,S,hockingstuart,2018-01-06,12.0,3073,2,2,186,118,2014,Darebin City Council,-37.72156,145.01103,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2018,1
Reservoir,72 Hickford St,3,h,920000,S,Barry,2018-01-06,12.0,3073,1,2,680,119,1970,Darebin City Council,-37.7052,145.02343,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2018,1
Reservoir,109 Crookston Rd,3,h,980000,S,hockingstuart,2017-12-09,12.0,3073,1,4,694,131,1940,Darebin City Council,-37.70955,145.01395,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,12
Reservoir,18 Boldrewood Pde,3,h,980000,PI,Nelson,2018-03-03,12.0,3073,1,1,683,93,1958,Darebin City Council,-37.723659999999995,145.02293999999995,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2018,3
Reservoir,29 Excelsior St,3,h,990000,S,Woodards,2018-03-03,12.0,3073,2,2,289,119,2015,Darebin City Council,-37.72395,144.99749,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2018,3
Reservoir,4 Clements Gr,2,h,880000,SP,Ray,2018-02-17,12.0,3073,1,0,697,131,1950,Darebin City Council,-37.7144,145.02268999999995,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2018,2
Reservoir,22 Smith St,3,h,980000,SP,Nelson,2018-02-17,12.0,3073,1,2,560,201,1950,Darebin City Council,-37.7019,145.01219,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2018,2
Richmond,24 Butler St,2,h,937000,S,Biggin,2016-09-03,2.6,3121,1,1,125,103,1950,Yarra City Council,-37.8106,144.994,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2016,9
Richmond,249 Punt Rd,4,h,950000,VB,Jellis,2016-10-08,2.6,3121,1,0,254,124,1890,Yarra City Council,-37.8201,144.9898,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2016,10
Richmond,6 Berry St,2,h,900000,PI,hockingstuart,2016-12-10,2.6,3121,1,0,95,63,1900,Yarra City Council,-37.8193,144.9976,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2016,12
Richmond,22 Garfield St,2,h,990000,S,Biggin,2016-12-10,2.6,3121,1,1,117,75,1900,Yarra City Council,-37.812,144.9939,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2016,12
Richmond,42 Hunter St,2,h,860000,S,Biggin,2016-10-15,2.6,3121,2,0,74,95,2000,Yarra City Council,-37.8207,145.0053,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2016,10
Richmond,35 Shelley St,2,h,905000,S,Biggin,2016-10-15,2.6,3121,1,0,139,54,1920,Yarra City Council,-37.8118,144.9937,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2016,10
Richmond,18 Buckingham St,3,h,900000,S,Biggin,2016-09-17,2.6,3121,3,1,58,60,2009,Yarra City Council,-37.8139,145.0012,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2016,9
Richmond,249 Punt Rd,4,h,905000,S,Biggin,2016-05-22,2.6,3121,1,0,254,124,1890,Yarra City Council,-37.8201,144.9898,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2016,5
Richmond,50 Canterbury St,2,h,827500,S,Biggin,2016-05-28,2.6,3121,1,0,127,72,1900,Yarra City Council,-37.8251,145.0063,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2016,5
Burnley,92 Madden Gr,2,h,881000,SP,Jellis,2016-04-16,3.5,3121,1,1,172,94,1900,Yarra City Council,-37.8283,145.012,Northern Metropolitan,438,34,2298,1376,450,3150,1.0,2283,2.0,2016,4
Cremorne,72 Cubitt St,2,h,1000000,S,hockingstuart,2016-06-04,2.5,3121,1,2,176,114,1920,Yarra City Council,-37.8281,144.9923,Northern Metropolitan,1123,34,2298,1376,450,3150,1.0,2283,2.0,2016,6
Cremorne,14 Dover St,2,h,930000,S,hockingstuart,2016-07-16,2.5,3121,1,1,125,68,1900,Yarra City Council,-37.8258,144.99200000000005,Northern Metropolitan,1123,34,2298,1376,450,3150,1.0,2283,2.0,2016,7
Richmond,2 Moore St,1,h,911000,S,Biggin,2017-04-29,2.6,3121,1,0,126,77,1900,Yarra City Council,-37.8259,145.0107,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2017,4
Richmond,11 Shelley St,3,h,850000,VB,Marshall,2017-10-07,2.4,3121,2,0,99,59,1900,Yarra City Council,-37.81068,144.99393999999995,Northern Metropolitan,14949,34,2298,1376,450,3150,1.0,2283,2.0,2017,10
South Melbourne,22A Cobden St,2,h,930000,SP,Cayzer,2017-02-11,2.1,3205,1,0,115,76,1900,Port Phillip City Council,-37.8345,144.9685,Southern Metropolitan,5943,39,2200,1307,421,3073,0.9,2101,1.9,2017,2
South Melbourne,372 Coventry St,2,h,980000,VB,Marshall,2017-07-29,1.9,3205,1,0,64,112,2000,Port Phillip City Council,-37.833259999999996,144.95463999999996,Southern Metropolitan,5943,39,2200,1307,421,3073,0.9,2101,1.9,2017,7
South Melbourne,250 Ferrars St,1,h,855000,S,Greg,2017-09-16,1.9,3205,1,0,67,72,1900,Port Phillip City Council,-37.8343,144.95529,Southern Metropolitan,5943,39,2200,1307,421,3073,0.9,2101,1.9,2017,9
South Yarra,21 Ralston St,3,h,906000,S,Jellis,2016-05-22,3.3,3141,1,0,154,88,1920,Melbourne City Council,-37.8395,144.9868,Southern Metropolitan,14887,33,2100,1395,415,3106,0.9,2063,1.7,2016,5
St Kilda,52 Blanche St,3,h,920000,PI,Marshall,2016-10-15,6.1,3182,2,2,124,134,2000,Port Phillip City Council,-37.8656,144.9851,Southern Metropolitan,13240,37,2000,1225,381,2791,1.0,1803,1.7,2016,10
St Kilda,27 Bath St,2,h,875000,S,hockingstuart,2016-06-18,6.1,3182,1,1,123,68,1900,Port Phillip City Council,-37.8641,144.9866,Southern Metropolitan,13240,37,2000,1225,381,2791,1.0,1803,1.7,2016,6
St Kilda,9A Neptune St,2,h,920000,S,Whiting,2018-02-24,5.0,3182,1,1,120,82,1980,Port Phillip City Council,-37.86339,144.97856000000004,Southern Metropolitan,13240,37,2000,1225,381,2791,1.0,1803,1.7,2018,2
Sunshine,142 Cornwall Rd,3,h,800000,PI,Barry,2016-12-03,12.6,3020,2,1,655,165,1940,Brimbank City Council,-37.7809,144.8424,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2016,12
Sunshine,32 Matthews St,3,h,950000,S,GL,2016-12-03,12.6,3020,1,1,700,145,1960,Brimbank City Council,-37.7933,144.8411,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2016,12
Sunshine,34 Ernest St,4,h,890000,S,Sweeney,2016-11-12,12.6,3020,1,2,668,127,1930,Brimbank City Council,-37.7796,144.845,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2016,11
Sunshine,3 Donald St,3,h,816000,S,Douglas,2016-10-15,12.6,3020,1,1,511,113,1958,Brimbank City Council,-37.7906,144.8387,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2016,10
Sunshine,16 Couch St,4,h,930000,S,Jas,2016-11-19,12.6,3020,2,2,504,174,2005,Brimbank City Council,-37.7952,144.8325,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2016,11
Sunshine,8 Station Pl,3,h,880000,S,Bells,2016-11-19,12.6,3020,1,3,463,107,1925,Brimbank City Council,-37.7905,144.8359,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2016,11
Sunshine,132 Cornwall Rd,3,h,910000,PI,Douglas,2017-02-25,12.6,3020,2,2,653,650,1992,Brimbank City Council,-37.7815,144.8423,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,2
Sunshine,68 Chapman St,4,h,895000,S,Jas,2016-11-27,12.6,3020,2,3,430,144,1945,Brimbank City Council,-37.7939,144.8283,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2016,11
Sunshine North,17 Taniyha Pl,5,h,1000000,S,Douglas,2016-05-28,13.3,3020,2,1,786,295,1999,Brimbank City Council,-37.7743,144.8425,Western Metropolitan,4217,37,1733,608,340,1592,0.9,1428,2.7,2016,5
Albion,25 Sydney St,4,h,816000,S,Bells,2016-09-10,13.9,3020,1,2,837,156,1930,Brimbank City Council,-37.7825,144.8221,Western Metropolitan,2185,37,1733,608,340,1592,0.9,1428,2.7,2016,9
Albion,48 Sydney St,3,h,840000,S,Barry,2016-11-27,13.9,3020,1,0,697,153,1920,Brimbank City Council,-37.7809,144.8228,Western Metropolitan,2185,37,1733,608,340,1592,0.9,1428,2.7,2016,11
Sunshine,54 Ardoyne St,3,h,940000,S,Douglas,2017-05-06,12.6,3020,2,2,572,190,1950,Brimbank City Council,-37.7966,144.8256,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,5
Sunshine,2 Colin St,4,h,990000,S,FN,2017-04-08,12.6,3020,1,6,654,189,1950,Brimbank City Council,-37.7803,144.8415,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,4
Sunshine,73 Monash St,3,h,840000,PI,FN,2017-04-29,12.6,3020,1,1,462,108,1930,Brimbank City Council,-37.7894,144.8383,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,4
Albion,26 Wyalong St,3,h,800000,S,Bells,2017-04-08,13.9,3020,2,5,689,128,1951,Brimbank City Council,-37.7776,144.8167,Western Metropolitan,2185,37,1733,608,340,1592,0.9,1428,2.7,2017,4
Albion,3 Merlow St,4,h,820000,S,Bells,2017-06-17,10.5,3020,2,1,604,127,1950,Brimbank City Council,-37.77967,144.81275,Western Metropolitan,2185,37,1733,608,340,1592,0.9,1428,2.7,2017,6
Sunshine,65 Devonshire Rd,3,h,810000,VB,GL,2017-06-17,10.5,3020,1,2,459,114,1970,Brimbank City Council,-37.78519,144.83651,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,6
Sunshine,43 Duke St,3,h,805000,S,Douglas,2017-06-17,10.5,3020,1,2,631,115,1965,Brimbank City Council,-37.789559999999994,144.84526,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,6
Sunshine,8 Kinnane Cr,3,h,830500,S,Douglas,2017-07-08,10.5,3020,1,2,508,111,1950,Brimbank City Council,-37.7807,144.83648,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,7
Sunshine,18 Benjamin St,3,h,860000,PI,Jas,2017-07-15,10.5,3020,1,3,446,126,1910,Brimbank City Council,-37.79354,144.8328,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,7
Sunshine West,10 Fontana Cl,4,h,910500,S,Sweeney,2017-11-11,10.5,3020,2,2,515,240,2014,Brimbank City Council,-37.7956,144.7953,Western Metropolitan,6763,37,1733,608,340,1592,0.9,1428,2.7,2017,11
Sunshine,15 Maryvale St,3,h,927500,S,Douglas,2017-11-25,10.5,3020,1,4,474,145,1961,Brimbank City Council,-37.7839,144.8361,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,11
Sunshine,4 Osbert St,4,h,945800,SP,hockingstuart,2017-11-25,10.5,3020,1,3,585,169,1950,Brimbank City Council,-37.78,144.8394,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,11
Sunshine,5 Kevin St,3,h,975000,PI,Jas,2017-12-09,10.5,3020,1,4,695,145,1970,Brimbank City Council,-37.79058,144.83958,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2017,12
Sunshine,11 Robinson St,3,h,856000,S,Douglas,2018-03-03,10.5,3020,1,1,441,125,1956,Brimbank City Council,-37.79017,144.83713,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2018,3
Sunshine North,374 Ballarat Rd,3,h,821000,S,Douglas,2018-03-03,10.5,3020,1,2,624,143,1955,Brimbank City Council,-37.77864,144.84572,Western Metropolitan,4217,37,1733,608,340,1592,0.9,1428,2.7,2018,3
Sunshine North,37 Westmoreland Rd,3,h,870500,S,Douglas,2018-03-03,10.5,3020,1,2,575,140,1970,Brimbank City Council,-37.77426,144.83497,Western Metropolitan,4217,37,1733,608,340,1592,0.9,1428,2.7,2018,3
Sunshine,8 Leonard St,3,h,950000,PI,Douglas,2018-02-24,10.5,3020,1,2,515,105,1940,Brimbank City Council,-37.780570000000004,144.83543,Western Metropolitan,3755,37,1733,608,340,1592,0.9,1428,2.7,2018,2
Sunshine North,40 Warwick Rd,3,h,890000,S,Ray,2018-02-24,10.5,3020,2,2,695,153,2018,Brimbank City Council,-37.76883,144.83973999999995,Western Metropolitan,4217,37,1733,608,340,1592,0.9,1428,2.7,2018,2
Templestowe Lower,157 Swanston St,4,h,990000,PI,Barry,2016-08-06,13.8,3107,2,2,652,189,1973,Manningham City Council,-37.7573,145.0994,Eastern Metropolitan,5420,45,2500,760,476,2231,0.8,1919,2.7,2016,8
Templestowe Lower,40 Dellfield Dr,5,h,950000,PI,Barry,2016-09-10,13.8,3107,3,2,700,220,1973,Manningham City Council,-37.7658,145.124,Eastern Metropolitan,5420,45,2500,760,476,2231,0.8,1919,2.7,2016,9
Templestowe Lower,253 Thompsons Rd,4,h,1000000,VB,hockingstuart,2016-08-13,13.8,3107,3,2,728,164,1970,Manningham City Council,-37.768,145.1027,Eastern Metropolitan,5420,45,2500,760,476,2231,0.8,1919,2.7,2016,8
Templestowe Lower,133 MacEdon Rd,4,h,945000,PI,Jellis,2016-06-18,13.8,3107,2,2,675,181,1985,Manningham City Council,-37.764,145.1145,Eastern Metropolitan,5420,45,2500,760,476,2231,0.8,1919,2.7,2016,6
Templestowe Lower,208 Templestowe Rd,4,h,903000,S,Barry,2016-06-27,13.8,3107,1,2,618,22,1960,Manningham City Council,-37.7564,145.1043,Eastern Metropolitan,5420,45,2500,760,476,2231,0.8,1919,2.7,2016,6
Thornbury,40 Wales St,2,h,940000,S,Nelson,2016-05-07,6.5,3071,1,1,372,110,1950,Darebin City Council,-37.7631,145.0091,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2016,5
Thornbury,4 Kelvin Gr,2,h,944000,SP,Barry,2016-06-12,6.5,3071,1,1,185,78,1900,Darebin City Council,-37.76300000000001,145.0025,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2016,6
Thornbury,51 Alston St,3,h,887000,S,Love,2016-11-12,6.5,3071,2,2,540,129,1935,Darebin City Council,-37.7554,145.0211,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2016,11
Thornbury,10 Ethel St,3,h,898000,S,hockingstuart,2016-04-16,6.5,3071,2,2,210,108,2010,Darebin City Council,-37.7551,144.9993,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2016,4
Thornbury,37 Lewis St,3,h,995000,S,Jellis,2016-04-16,6.5,3071,1,1,327,96,1920,Darebin City Council,-37.7574,144.9854,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2016,4
Thornbury,314A Gillies St,2,h,874000,S,Love,2016-11-19,6.5,3071,1,2,333,2,1985,Darebin City Council,-37.7642,145.0192,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2016,11
Thornbury,337 Rossmoyne St,4,h,928500,S,Barry,2016-07-26,6.5,3071,2,2,538,150,1960,Darebin City Council,-37.7595,145.0241,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2016,7
Thornbury,159A Smith St,2,h,905000,S,Nelson,2017-07-08,7.0,3071,1,0,225,100,1960,Darebin City Council,-37.75642,144.98755,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2017,7
Thornbury,13 Rayment St,3,h,891000,S,Nelson,2017-07-29,7.0,3071,2,2,199,140,1999,Darebin City Council,-37.759479999999996,144.99615,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2017,7
Thornbury,25 Hobson St,2,h,830000,S,Jellis,2017-11-11,7.0,3071,1,1,150,80,1995,Darebin City Council,-37.7527,144.9922,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2017,11
Thornbury,63 Miller St,3,h,990000,S,McGrath,2018-03-03,7.0,3071,1,1,366,16,1940,Darebin City Council,-37.75155,144.99168999999995,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2018,3
Thornbury,142 Normanby Av,2,h,903000,SP,McGrath,2018-02-17,7.0,3071,1,1,177,90,1915,Darebin City Council,-37.75801,144.98758,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2018,2
Thornbury,172A Normanby Av,2,h,816000,S,Love,2018-03-17,7.0,3071,1,2,166,87,1994,Darebin City Council,-37.75773,144.98542,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2018,3
Thornbury,146 Mansfield St,3,h,1000000,S,Haughton,2018-02-24,7.0,3071,1,1,353,104,1920,Darebin City Council,-37.75762,145.01134,Northern Metropolitan,8870,37,2200,1042,391,2713,0.9,1971,2.3,2018,2
Watsonia,18 Papua St,3,h,922000,S,Barry,2016-05-22,14.9,3087,1,2,798,153,1960,Banyule City Council,-37.7112,145.0869,Northern Metropolitan,2329,39,2037,872,390,2417,0.8,1962,2.6,2016,5
Watsonia,295 Greenwood Dr,3,h,860500,S,Barry,2016-09-24,14.9,3087,2,0,767,147,1960,Banyule City Council,-37.7084,145.0788,Northern Metropolitan,2329,39,2037,872,390,2417,0.8,1962,2.6,2016,9
Watsonia,5 Regis Ct,5,h,826000,S,Barry,2017-05-06,14.9,3087,1,2,545,132,1970,Banyule City Council,-37.705,145.0825,Northern Metropolitan,2329,39,2037,872,390,2417,0.8,1962,2.6,2017,5
Watsonia,5 Daours Ct,4,h,932500,S,Miles,2017-04-22,14.9,3087,2,2,585,180,1950,Banyule City Council,-37.7154,145.0777,Northern Metropolitan,2329,39,2037,872,390,2417,0.8,1962,2.6,2017,4
Watsonia,18 Barry St,3,h,830000,S,Barry,2017-07-22,14.5,3087,1,1,598,104,1975,Banyule City Council,-37.717,145.08891,Northern Metropolitan,2329,39,2037,872,390,2417,0.8,1962,2.6,2017,7
Watsonia North,6 Damien Ct,4,h,806000,S,Barry,2017-10-07,14.5,3087,2,2,534,154,1990,Banyule City Council,-37.69368,145.08811,Northern Metropolitan,1442,39,2037,872,390,2417,0.8,1962,2.6,2017,10
Watsonia,96 Watsonia Rd,4,h,1000000,S,Nelson,2017-10-21,14.5,3087,2,2,577,119,1960,Banyule City Council,-37.70864,145.08328,Northern Metropolitan,2329,39,2037,872,390,2417,0.8,1962,2.6,2017,10
Watsonia,20 Weatherlake St,3,h,850000,VB,Darren,2017-12-09,14.5,3087,1,0,602,90,1960,Banyule City Council,-37.70508,145.08563,Northern Metropolitan,2329,39,2037,872,390,2417,0.8,1962,2.6,2017,12
Watsonia North,78 Sellars St,4,h,952000,S,Jellis,2018-03-03,14.5,3087,2,2,663,154,1960,Banyule City Council,-37.69697,145.09058000000005,Northern Metropolitan,1442,39,2037,872,390,2417,0.8,1962,2.6,2018,3
Williamstown North,6 Edina St,3,h,862000,SP,Greg,2017-05-27,6.8,3016,1,1,353,85,1940,Hobsons Bay City Council,-37.85432,144.88214,Western Metropolitan,802,45,2600,1089,450,3234,0.9,2382,2.5,2017,5
Williamstown,193 Melbourne Rd,2,h,980000,PI,Sweeney,2018-03-03,6.8,3016,1,1,294,120,1900,Hobsons Bay City Council,-37.85149000000001,144.88893000000004,Western Metropolitan,6380,45,2600,1089,450,3234,0.9,2382,2.5,2018,3
Yallambie,8 Ovata Cl,4,h,915000,S,Barry,2017-03-04,15.0,3085,3,1,531,237,1990,Banyule City Council,-37.7198,145.1034,Northern Metropolitan,1369,39,2250,943,381,2624,0.8,2069,2.6,2017,3
Yallambie,70 Tarcoola Dr,3,h,810000,S,Buckingham,2016-12-10,15.0,3085,2,2,568,173,1975,Banyule City Council,-37.7216,145.1066,Northern Metropolitan,1369,39,2250,943,381,2624,0.8,2069,2.6,2016,12
Yallambie,36 Longacres Rd,4,h,953000,S,Fletchers,2016-10-15,15.0,3085,2,2,551,150,1997,Banyule City Council,-37.7302,145.0883,Northern Metropolitan,1369,39,2250,943,381,2624,0.8,2069,2.6,2016,10
Yallambie,27 Ovata Cl,3,h,936000,S,Buckingham,2016-07-26,15.0,3085,2,2,587,232,1994,Banyule City Council,-37.72,145.1014,Northern Metropolitan,1369,39,2250,943,381,2624,0.8,2069,2.6,2016,7
Yallambie,3 Sirius Ct,3,h,852000,S,Barry,2017-06-24,12.7,3085,2,2,629,139,1990,Banyule City Council,-37.730579999999996,145.08705,Northern Metropolitan,1369,39,2250,943,381,2624,0.8,2069,2.6,2017,6
Yallambie,21 Lowan Av,5,h,990000,S,Buckingham,2017-11-11,12.7,3085,3,2,510,0,1985,Banyule City Council,-37.7204,145.1088,Northern Metropolitan,1369,39,2250,943,381,2624,0.8,2069,2.6,2017,11
Yallambie,10 Fahey Cr,3,h,825000,S,Barry,2018-03-17,12.7,3085,1,1,642,131,1960,Banyule City Council,-37.729659999999996,145.08211,Northern Metropolitan,1369,39,2250,943,381,2624,0.8,2069,2.6,2018,3
Yarraville,13 Benbow St,3,h,1000000,S,Jas,2016-09-03,7.0,3013,2,1,448,147,1940,Maribyrnong City Council,-37.8228,144.8799,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,9
Yarraville,6 Sanderson St,2,h,890000,SP,Village,2016-09-03,7.0,3013,1,2,471,103,1950,Maribyrnong City Council,-37.8149,144.8707,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,9
Yarraville,160 Hyde St,3,h,871000,S,Jas,2016-12-03,7.0,3013,2,2,428,100,1965,Maribyrnong City Council,-37.8167,144.8965,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,12
Yarraville,5 Hood St,2,h,1000000,VB,Village,2017-03-04,7.0,3013,1,1,220,105,1910,Maribyrnong City Council,-37.8115,144.8875,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2017,3
Yarraville,6 Clarendon St,3,h,910000,S,Village,2016-06-04,7.0,3013,3,2,197,109,2013,Maribyrnong City Council,-37.8197,144.8875,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,6
Yarraville,3 Cuming St,2,h,856000,S,Greg,2016-06-04,7.0,3013,1,1,261,100,1880,Maribyrnong City Council,-37.8157,144.887,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,6
Yarraville,25 Norfolk St,3,h,950000,SP,Village,2016-04-16,7.0,3013,1,2,240,84,1880,Maribyrnong City Council,-37.8202,144.8896,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,4
Yarraville,52 Severn St,3,h,865000,SP,Jas,2016-06-18,7.0,3013,1,1,189,87,1930,Maribyrnong City Council,-37.8159,144.8795,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,6
Yarraville,9/11 Berry St,3,h,955000,S,Village,2016-09-24,7.0,3013,2,2,206,173,2006,Maribyrnong City Council,-37.8127,144.8965,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,9
Yarraville,7 Hughes St,3,h,840000,S,Village,2016-08-28,7.0,3013,1,1,470,127,1970,Maribyrnong City Council,-37.821999999999996,144.8904,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,8
Yarraville,46 Kingston St,3,h,900500,S,Village,2016-08-28,7.0,3013,1,1,208,100,1970,Maribyrnong City Council,-37.8145,144.8804,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,8
Yarraville,6/37 Stephen St,3,h,940000,S,Village,2016-08-28,7.0,3013,2,2,171,146,2007,Maribyrnong City Council,-37.8124,144.8957,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2016,8
Yarraville,8 Gordon Pde,3,h,990000,S,Jas,2017-05-06,7.0,3013,1,2,340,119,1940,Maribyrnong City Council,-37.8227,144.8827,Western Metropolitan,6543,37,2500,1246,462,3216,0.9,2485,2.5,2017,5
