POA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
POA3438,42,58,31,23,97,161,64,140,3,620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,11,6,0,3,15,0,0,0,35,0,0,0,3,0,0,0,0,0,3,5,20,15,8,4,0,0,0,0,52,3,26,4,0,3,0,0,0,0,30,3,0,0,0,3,9,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,15,0,0,0,20,0,0,0,3,0,6,0,0,0,12,0,7,6,3,15,6,0,10,0,45,0,3,0,5,3,0,0,0,0,13,3,3,5,7,7,14,6,6,0,57,0,22,16,19,20,12,4,10,0,99,13,27,30,24,10,13,5,6,0,132,0,8,4,0,0,0,0,0,0,12,0,5,7,0,4,4,0,4,0,31
POA3440,24,71,38,31,72,141,46,102,11,526,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,8,0,6,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,20,0,0,0,0,0,0,0,3,0,8,8,22,3,3,3,4,0,0,4,54,6,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,9,0,0,6,7,0,0,4,3,0,20,0,0,0,0,0,0,0,0,0,3,3,3,15,3,3,7,0,8,0,46,0,9,0,0,0,0,0,0,0,9,3,9,4,0,13,4,0,0,0,36,9,17,13,7,16,18,10,13,0,99,10,21,27,15,8,15,4,3,0,97,0,4,0,0,0,6,0,0,0,9,0,0,6,0,0,0,0,4,0,12
POA3441,17,44,29,21,65,108,25,80,14,402,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,11,3,0,0,0,0,0,0,25,4,10,0,0,0,0,0,0,0,10,5,0,0,0,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,9,0,4,4,4,4,8,5,11,0,41,0,0,0,0,3,3,0,0,0,10,3,7,4,0,3,4,0,3,0,29,4,9,3,0,6,3,4,8,0,45,7,11,13,4,9,4,3,6,0,52,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5
POA3442,113,205,127,145,296,572,181,390,37,2056,3,4,3,10,0,5,0,6,0,30,0,0,0,0,0,0,3,3,0,3,8,22,4,9,7,10,5,8,0,71,0,0,4,0,3,6,0,0,0,22,7,13,11,9,5,14,0,0,0,59,3,9,3,0,8,0,0,0,0,22,15,70,22,8,17,14,3,15,3,165,26,58,7,7,3,9,3,4,0,123,0,9,7,4,10,15,0,0,0,46,0,9,5,4,0,5,0,0,0,24,3,0,9,8,13,15,10,8,0,62,0,9,9,0,3,11,0,0,0,35,15,46,32,29,19,33,11,15,0,201,3,13,8,3,6,8,0,3,0,44,14,18,29,19,31,38,11,10,0,169,17,70,57,30,49,37,12,38,0,312,38,77,97,75,54,49,15,30,0,432,8,18,4,7,5,3,0,8,0,44,9,17,7,14,6,6,3,10,0,65
POA3444,117,274,160,179,394,591,180,481,34,2418,0,15,14,11,5,11,0,15,0,84,0,0,0,0,0,0,0,0,0,0,9,29,16,18,18,26,5,5,0,130,0,0,4,4,9,3,0,0,0,17,0,14,3,7,0,13,3,8,0,50,0,3,6,4,6,5,0,4,0,41,22,92,42,22,16,20,9,13,3,243,24,77,33,5,10,15,4,11,0,175,3,7,3,4,8,4,0,3,0,44,5,3,10,3,8,6,3,10,0,45,3,0,7,0,12,28,0,7,0,63,3,4,4,0,8,8,0,0,0,39,3,22,25,20,23,32,10,30,0,173,6,35,16,12,18,5,0,5,3,99,17,29,19,13,31,41,11,15,3,183,15,66,49,46,39,36,11,40,6,301,37,69,93,81,66,66,19,25,4,466,3,10,13,10,11,16,0,7,0,65,6,23,5,9,9,4,3,5,0,78
POA3446,7,36,23,21,45,74,20,44,0,276,0,4,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,7,0,11,4,3,3,0,0,0,0,22,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,6,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,4,7,4,5,6,3,0,0,25,0,0,0,0,4,0,0,0,0,4,0,0,3,4,3,5,0,0,0,13,0,16,7,3,7,9,3,3,0,50,5,12,10,14,9,4,0,0,0,56,0,0,5,0,0,3,0,0,0,7,0,0,3,6,0,0,0,0,0,5
POA3447,5,29,13,4,22,23,9,19,12,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,4,0,0,6,3,0,4,0,16,4,6,8,7,0,4,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
POA3448,21,30,23,13,29,46,14,46,0,235,0,3,5,0,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,6,3,5,0,6,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,3,0,3,0,0,0,0,0,0,3,0,6,5,0,5,0,0,0,0,16,3,8,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,5,6,0,0,4,0,0,0,0,17,3,14,6,4,0,4,0,0,0,36,8,15,14,4,12,4,0,0,0,49,0,0,3,0,0,3,0,0,0,6,0,0,0,6,0,0,0,0,0,10
POA3450,51,198,166,142,217,311,79,178,21,1363,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,12,15,6,17,21,5,0,0,86,0,0,0,3,0,0,0,0,0,6,0,4,6,3,3,3,0,3,0,27,0,6,5,0,0,0,0,0,0,9,8,66,26,4,18,7,0,11,3,141,12,36,21,9,8,6,0,8,0,97,0,0,5,0,0,5,0,0,0,21,0,3,8,10,3,7,0,4,0,31,4,0,4,3,6,3,0,0,0,18,0,8,4,3,0,0,0,3,0,20,3,18,23,13,12,11,3,3,0,92,4,15,7,6,3,0,0,0,0,32,14,15,20,23,26,19,7,10,0,123,14,50,44,25,30,24,18,23,3,233,13,76,99,60,50,42,13,10,0,366,9,17,15,14,5,6,0,3,0,61,7,9,11,4,3,4,0,0,0,41
POA3451,62,183,132,106,213,314,89,196,22,1326,0,4,3,0,4,0,5,3,0,24,0,0,0,0,0,0,0,0,0,0,7,24,12,4,16,16,5,3,0,87,0,0,0,0,6,3,0,0,0,8,0,7,0,0,6,3,0,4,0,23,0,3,5,0,3,0,0,0,0,14,13,54,26,13,13,9,0,0,0,132,7,32,8,4,5,11,0,3,0,80,0,9,8,3,6,3,0,0,0,23,0,0,3,3,3,0,0,3,0,22,0,4,4,0,4,7,4,0,0,18,0,0,0,0,0,4,0,0,0,8,4,12,12,11,13,13,3,5,0,69,0,22,8,0,3,0,0,0,0,35,6,9,19,13,31,21,6,7,0,98,8,63,33,33,23,19,15,20,0,205,25,73,90,83,34,42,7,16,8,380,0,12,10,0,3,4,0,4,0,34,3,8,8,7,7,7,3,0,0,51
POA3453,25,56,42,35,55,117,33,92,17,468,0,5,9,3,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,4,6,5,0,3,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,3,0,19,0,0,0,0,0,0,0,0,0,6,6,14,17,3,3,5,0,0,0,52,0,17,3,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,5,0,0,8,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,7,7,3,3,0,0,0,28,0,5,0,0,0,0,0,0,0,9,0,0,0,3,10,5,0,3,0,19,3,6,5,9,10,4,0,4,3,46,13,27,26,22,18,14,0,5,4,129,0,3,4,0,0,6,0,0,0,10,4,5,8,0,0,0,0,0,0,19
POA3458,30,63,58,33,83,116,42,118,15,565,0,0,0,5,3,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,4,3,15,3,3,3,3,0,0,0,34,7,14,0,5,4,7,5,0,0,35,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,7,3,13,10,13,0,5,0,7,0,52,0,3,4,0,0,0,0,0,0,9,6,3,8,0,7,9,3,0,0,32,5,14,10,10,9,7,5,5,0,64,12,21,32,24,12,8,4,4,0,123,0,3,3,5,0,3,0,0,0,11,0,0,3,3,3,0,0,0,0,16
POA3460,25,87,72,53,108,117,34,87,12,591,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,9,7,15,14,8,4,7,0,0,0,56,3,35,22,8,11,10,5,6,0,105,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,0,0,0,3,0,0,0,12,0,0,0,4,3,0,0,0,0,11,0,6,10,3,0,12,7,5,0,44,3,9,3,0,5,0,0,0,0,27,5,6,4,7,9,9,3,4,0,43,0,17,10,5,13,12,0,5,0,59,7,29,27,25,19,17,5,3,0,127,0,0,0,0,3,3,0,3,0,14,0,4,5,0,0,4,0,0,0,16
POA3461,59,168,119,87,158,220,89,188,18,1107,0,16,10,5,10,4,5,9,0,55,0,0,0,0,0,0,0,0,0,0,0,16,9,3,10,0,0,8,0,41,0,0,0,0,5,4,0,0,0,8,0,3,0,0,3,9,0,0,0,19,3,0,0,0,0,5,0,0,0,7,11,27,23,7,5,14,3,3,0,89,19,43,19,16,16,4,0,9,0,122,0,0,0,0,8,3,0,0,0,19,4,3,0,0,3,0,0,0,0,12,0,0,4,0,4,0,0,0,0,22,0,4,4,0,0,0,0,0,0,5,0,19,13,5,7,13,3,7,0,69,7,15,8,0,4,6,0,0,0,37,10,9,11,11,18,13,4,9,5,78,7,23,23,10,11,12,10,11,0,104,16,49,38,44,14,25,6,9,0,214,0,4,3,4,0,0,3,3,0,27,0,13,3,4,4,3,0,3,0,34
POA3462,15,39,41,23,39,58,12,45,11,271,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,14,11,0,0,0,0,0,0,36,0,3,0,0,4,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,3,0,19,0,0,0,0,0,0,0,0,0,5,0,4,4,4,3,0,0,0,0,18,4,5,11,3,8,5,3,5,0,40,4,12,16,8,5,9,0,0,0,62,0,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10
POA3463,32,66,51,45,91,123,33,100,19,559,3,7,5,0,4,5,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,8,16,9,3,6,5,0,5,0,49,0,19,8,4,3,0,0,4,0,40,0,0,0,0,5,0,0,0,0,8,0,0,5,0,0,0,0,0,0,6,0,0,0,0,5,0,0,4,0,12,0,0,0,0,0,0,0,0,0,7,0,11,4,7,4,3,0,6,0,28,5,11,0,0,5,0,0,0,0,24,3,5,6,0,7,5,0,9,0,38,4,11,10,3,4,10,4,10,0,55,13,22,33,18,15,12,7,0,0,130,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,13
POA3464,11,28,14,14,54,61,27,47,10,263,0,6,5,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,8,4,6,3,0,0,0,38,0,3,0,4,0,0,0,0,0,14,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,9,0,9,3,0,0,0,0,0,0,4,0,0,0,5,0,5,0,0,0,14,3,3,4,0,6,5,0,3,0,31,0,15,9,20,9,7,4,6,0,70,0,3,0,0,0,0,0,0,0,5,0,6,5,0,0,0,0,0,0,9
POA3465,88,201,124,114,392,411,104,264,46,1742,0,17,9,13,4,16,0,3,0,59,0,0,0,0,0,0,0,0,0,3,13,35,18,10,52,18,0,4,3,149,0,0,0,0,0,0,0,0,0,3,5,5,6,0,3,0,0,0,0,18,0,7,0,4,0,0,0,0,0,14,6,74,59,31,36,18,10,3,5,238,12,84,24,12,13,5,4,14,0,168,7,7,9,4,11,9,0,5,0,32,0,0,4,4,4,0,0,0,0,17,0,5,3,3,4,0,0,3,0,28,0,0,0,0,3,7,0,0,0,10,0,10,14,3,14,5,3,0,0,53,0,10,4,4,12,6,0,0,0,38,3,15,15,18,15,17,0,7,0,94,5,33,38,16,50,22,10,14,3,190,40,84,95,117,85,75,6,21,9,528,3,11,0,0,3,3,0,0,0,27,3,16,14,4,10,4,0,8,0,60
POA3467,15,21,28,11,42,57,21,64,12,266,0,8,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,16,0,10,5,0,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,17,0,3,0,4,0,0,0,5,0,20,5,8,12,13,5,3,0,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
POA3468,3,4,4,8,11,18,4,14,0,63,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,3,3,4,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA3469,6,3,6,0,3,5,4,18,0,47,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,5,6,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3472,14,33,19,18,32,52,14,42,8,235,0,3,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,3,0,0,0,0,21,4,6,0,0,0,0,0,3,0,16,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,9,4,0,4,0,0,3,3,0,0,17,10,3,11,5,6,9,0,8,0,52,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0
POA3475,3,6,3,6,12,12,9,23,4,60,0,0,0,4,0,3,5,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,5,5,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3477,8,17,16,7,18,33,15,80,9,211,3,8,8,0,0,3,4,13,0,36,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,3,0,16,4,5,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,8,0,6,5,3,0,3,0,5,0,22,0,3,5,11,4,4,0,0,0,33,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3478,25,66,39,24,97,135,40,101,10,533,3,9,4,3,8,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,4,10,3,9,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,5,0,4,5,0,0,0,11,0,24,14,3,13,4,0,5,6,67,0,11,8,5,4,8,0,0,0,37,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,4,0,0,22,0,6,4,6,0,0,0,0,0,9,0,0,6,4,5,5,0,0,0,26,3,5,9,6,9,0,5,6,0,46,14,28,30,33,26,11,9,3,0,160,0,0,4,0,0,0,0,0,0,4,3,8,0,3,3,0,0,0,0,17
POA3480,17,52,24,20,48,119,27,118,12,430,0,20,9,5,6,10,0,11,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,10,0,11,3,3,0,3,3,3,0,33,0,4,3,3,4,0,3,0,0,29,0,3,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,8,0,0,0,23,0,12,5,0,3,7,5,8,0,41,5,13,17,20,8,23,5,7,0,94,0,0,0,0,4,0,0,0,0,5,0,4,0,0,0,0,0,0,0,10
POA3482,0,0,0,0,4,0,5,17,0,33,0,5,3,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3483,10,24,12,15,23,47,16,81,10,245,0,0,7,0,3,9,0,8,0,31,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,14,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,15,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,7,4,6,6,0,7,0,0,9,0,35,0,8,10,10,3,11,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,9
