POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA3758,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,27,7,81,7,9,8,24,15,3,178,8,0,67,0,0,0,8,3,0,89,0,5,11,0,0,0,0,0,0,15,0,3,0,3,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,13,12,8,4,4,7,3,0,4,0,36,0,3,0,3,0,0,0,0,0,11,0,4,0,0,0,5,0,0,0,9,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,3,3,0,17,61,36,171,22,17,14,47,26,3,406,0,5,0,4,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,11,5,7,3,0,4,0,0,0,0,13
POA3759,0,0,3,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,4,12,7,21,0,0,6,3,0,0,61,8,0,39,0,0,0,3,3,0,59,0,0,9,0,4,0,0,0,0,15,0,0,0,5,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,12,14,10,0,3,0,4,0,0,0,32,0,4,0,9,0,0,0,0,0,12,4,4,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,53,42,80,8,12,6,10,7,0,229,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,10
POA3760,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,23,3,0,10,0,0,0,0,3,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,11,25,0,4,3,0,5,0,72,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3761,3,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,12,12,27,0,0,0,10,3,0,73,6,0,29,0,0,0,3,3,0,41,6,0,6,0,0,0,3,4,0,14,0,4,0,3,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,3,12,8,0,0,3,3,0,0,0,26,0,10,0,4,0,0,0,6,0,16,0,8,3,4,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,4,7,46,49,74,15,8,8,19,16,6,240,0,9,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3763,3,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,13,15,12,58,4,5,0,12,13,3,125,9,0,42,0,0,0,0,4,0,61,0,5,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,11,4,8,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,13,49,40,126,18,13,3,26,24,9,310,0,0,5,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,16
POA3764,9,12,5,6,0,3,6,0,0,29,9,19,11,6,0,0,4,0,0,60,69,42,249,14,20,16,95,55,12,568,23,3,187,0,0,0,24,37,7,275,19,9,33,0,3,0,5,9,3,79,6,30,5,6,5,3,5,4,0,59,9,38,0,8,0,0,0,0,0,64,61,41,10,15,24,13,16,7,4,186,15,21,6,38,5,6,9,5,0,101,3,5,8,0,4,0,5,7,0,29,3,0,21,5,0,0,10,10,0,58,0,0,0,0,0,0,0,0,0,0,3,0,13,7,3,0,8,4,4,48,3,0,16,7,0,5,5,7,12,59,233,224,556,115,74,52,180,140,43,1615,6,16,3,3,5,5,0,5,0,40,0,4,4,0,7,5,0,0,0,12,0,7,6,0,4,3,3,4,0,33,0,3,0,0,3,0,0,0,0,9,9,6,10,4,9,0,0,6,0,39
POA3765,7,4,9,0,0,0,0,0,0,19,8,22,4,0,0,0,4,6,0,55,57,44,192,4,8,3,32,37,3,378,38,0,189,5,6,9,13,24,4,286,0,4,34,0,4,0,7,3,0,53,6,17,5,15,0,0,0,0,0,47,4,38,5,4,4,0,0,0,0,55,54,35,10,10,18,14,12,3,0,160,20,26,9,28,4,5,0,3,0,94,10,18,11,3,6,0,3,6,3,56,7,0,13,0,3,0,0,6,0,23,0,0,0,0,0,0,0,0,0,0,11,0,4,0,4,0,0,4,0,15,4,0,19,3,5,0,0,0,6,35,225,219,488,70,69,38,70,87,20,1276,5,6,0,0,0,0,0,0,0,20,3,3,0,0,3,0,0,0,0,14,3,5,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,13,3,0,6,3,0,4,0,0,0,20
POA3766,4,4,0,0,3,0,0,6,0,17,0,10,0,0,0,0,0,0,0,15,13,15,22,4,4,0,3,0,0,59,3,0,35,0,3,0,4,6,0,51,0,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,22,10,13,0,0,0,3,0,0,6,37,5,7,3,0,3,0,4,3,0,22,4,3,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,72,65,12,16,8,12,18,8,265,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,7,5,0,0,0,0,0,0,5
POA3767,0,4,0,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,16,10,14,25,0,4,0,4,0,0,57,10,3,15,0,0,0,0,0,0,34,0,5,8,0,0,0,0,0,0,17,0,12,0,4,0,0,0,0,0,17,5,11,0,8,0,0,0,0,0,19,11,4,0,0,5,0,0,0,0,36,4,7,0,6,3,0,0,0,0,23,5,8,0,0,6,0,0,0,0,15,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,64,80,60,17,10,4,8,10,5,258,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5
POA3770,3,9,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,13,43,20,103,0,4,8,12,12,4,204,22,3,130,0,4,0,13,13,5,177,11,6,16,0,3,0,3,3,0,48,4,10,0,6,0,0,0,0,0,24,0,6,0,5,0,0,0,4,0,16,17,14,5,0,6,3,4,0,0,51,11,9,6,4,0,0,3,4,0,38,0,0,3,4,0,3,4,5,0,14,4,0,12,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,0,0,0,19,131,81,273,20,16,14,39,46,15,638,3,5,0,0,3,0,0,0,0,12,0,4,0,0,5,0,0,0,0,3,0,0,4,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,6,6,9,0,0,4,0,0,0,28
POA3775,4,5,4,3,0,0,0,0,0,16,0,5,4,0,0,0,0,0,0,11,60,28,108,5,11,7,19,23,0,258,32,0,87,0,0,0,13,19,3,163,19,0,15,0,0,0,9,3,0,51,6,13,0,4,0,0,0,0,0,31,3,14,0,0,0,0,3,0,0,21,28,14,5,5,10,8,5,4,0,77,3,13,6,7,5,4,0,3,0,47,3,4,0,0,0,0,0,0,0,12,0,0,11,0,0,0,3,5,0,21,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,9,7,0,4,0,0,0,0,4,3,21,181,104,250,34,39,25,45,64,8,747,4,10,5,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,9,0,5,3,0,7,0,0,0,0,11,6,0,5,0,0,0,0,0,0,20
POA3777,14,37,3,6,0,0,3,7,0,68,13,11,4,0,10,0,0,0,5,45,73,48,214,13,18,15,50,37,4,481,56,7,207,9,3,0,22,35,9,344,35,29,62,8,5,7,14,14,3,176,0,33,8,15,0,0,5,3,0,62,7,34,8,12,0,0,0,0,0,67,40,33,12,14,17,18,7,8,3,147,15,32,9,28,8,0,0,3,0,100,9,20,10,7,7,0,3,12,5,71,17,3,40,0,0,5,5,13,0,84,0,0,0,0,0,0,0,0,0,4,4,14,7,6,4,0,6,0,0,40,5,6,17,0,0,0,13,4,9,55,303,296,602,107,70,53,133,145,38,1741,15,21,15,10,12,0,3,5,0,81,0,0,3,0,3,0,0,0,0,12,5,3,10,6,0,0,0,6,0,29,3,7,0,0,0,0,0,0,0,15,13,6,13,4,4,7,0,9,0,61
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,13,4,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,11,0,0,0,4,6,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3779,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,3,0,3,0,0,0,3,0,0,14,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,16,20,6,5,3,3,12,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3781,0,9,3,0,0,0,0,0,0,20,3,12,3,0,0,3,0,0,0,23,35,24,163,4,6,10,26,20,6,301,23,6,104,3,0,0,10,17,0,166,8,0,18,4,0,0,9,3,0,42,4,7,3,9,0,0,0,0,3,20,0,21,0,5,0,0,0,6,0,31,16,17,6,0,16,5,5,3,0,59,11,11,11,15,0,0,0,0,0,45,5,11,8,0,0,8,0,3,0,31,4,0,10,0,0,5,3,4,3,30,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,3,0,0,14,3,0,12,0,3,0,3,0,3,27,106,113,343,42,38,25,60,60,14,808,7,11,3,0,3,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,5,3,4,5,0,0,0,0,0,19,3,0,3,0,0,0,0,0,0,8,0,4,5,4,4,0,0,0,0,21
POA3782,9,19,4,0,0,0,0,0,0,41,15,16,9,0,5,0,0,0,0,48,85,71,225,9,15,15,29,21,6,481,36,17,184,0,4,0,17,21,5,283,17,7,31,0,5,0,4,14,0,71,8,22,9,8,0,4,0,0,0,52,10,52,6,4,0,5,3,0,0,80,74,35,8,6,14,11,8,15,3,169,15,43,10,19,7,0,3,8,0,107,14,21,11,5,6,5,0,7,5,68,8,0,17,3,4,3,10,0,0,36,0,0,0,0,0,0,0,0,0,0,7,6,3,7,0,0,0,0,0,27,3,0,15,0,4,0,8,10,6,52,298,311,533,66,62,50,86,98,28,1516,8,15,0,7,7,0,0,0,3,42,0,8,0,0,3,5,0,0,0,17,4,0,3,0,7,0,3,0,0,13,8,9,0,0,3,3,0,0,0,21,8,6,11,0,9,4,0,9,0,43
POA3783,3,5,4,0,0,0,0,0,0,14,4,5,4,0,0,0,0,0,0,17,24,14,84,5,9,3,11,6,0,161,14,0,48,0,0,0,3,15,0,80,6,4,4,0,0,0,0,3,0,17,0,12,0,6,0,0,0,0,0,15,3,12,0,4,3,0,0,0,0,20,9,12,0,4,0,3,3,0,0,41,5,4,3,0,0,0,0,0,0,22,5,6,0,0,3,0,0,0,0,21,0,0,7,0,0,0,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,5,0,0,0,3,3,0,14,76,73,167,27,23,15,25,36,11,451,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,4,3,4,0,5,0,0,4,0,9
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3786,3,6,0,0,0,0,0,0,0,17,0,9,0,0,5,0,0,0,0,16,27,17,22,5,3,3,4,4,0,85,11,4,22,0,0,0,0,0,0,45,4,0,5,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,9,6,14,0,0,0,0,0,0,0,19,26,17,0,0,0,4,3,0,0,52,7,18,3,4,0,0,0,0,0,33,4,12,8,0,0,0,0,4,0,24,6,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,9,83,106,75,15,15,10,13,13,6,338,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
POA3787,0,6,0,0,0,0,0,0,0,9,5,4,0,0,4,0,0,0,0,10,12,4,18,0,6,0,0,0,0,39,3,0,6,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,8,0,4,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,8,10,13,0,0,7,4,0,0,0,37,0,10,0,3,0,0,0,0,0,20,0,3,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,10,43,63,38,9,13,8,6,12,3,189,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5
POA3788,4,7,0,0,0,0,0,0,0,15,4,7,0,0,0,0,0,0,0,19,25,15,24,0,4,4,3,5,0,79,6,4,28,0,0,0,0,3,0,49,0,0,7,0,0,0,0,3,0,12,6,13,0,5,0,0,0,0,0,24,4,10,0,0,0,0,0,0,0,15,20,13,0,0,0,3,3,0,0,45,9,15,5,10,6,0,0,3,0,41,3,5,0,0,6,0,0,0,0,19,3,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,10,85,88,79,23,15,13,11,28,4,350,3,13,0,0,0,0,0,0,0,23,6,0,0,3,0,0,0,0,0,12,4,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,4
POA3789,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,8,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,7,6,6,3,5,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,4,4,0,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3791,7,11,0,0,3,0,0,0,0,16,4,4,0,0,0,0,0,0,0,6,15,12,18,3,4,0,0,3,0,59,12,5,21,0,0,0,4,4,0,42,3,4,3,0,3,0,0,0,0,16,3,9,0,3,0,0,0,0,0,19,3,11,0,0,0,0,0,0,0,21,13,11,5,0,5,8,0,0,0,44,4,13,0,3,0,0,0,0,0,31,5,8,9,0,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,67,96,65,16,20,6,7,11,5,302,0,10,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4
POA3792,4,5,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,6,13,10,16,0,0,0,4,0,0,45,4,3,22,0,3,0,0,0,0,32,0,0,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,6,0,0,16,9,8,0,0,0,0,0,0,0,16,0,4,3,3,0,0,0,0,0,12,3,8,3,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,39,62,65,4,7,3,6,5,0,186,0,4,3,0,4,0,0,0,0,12,5,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
POA3793,7,3,4,0,0,0,0,5,0,21,7,16,4,0,0,0,0,0,0,28,23,15,87,3,3,5,11,6,8,167,17,0,89,0,4,0,4,11,4,124,22,3,14,0,0,5,4,10,0,59,0,7,0,4,0,0,0,0,0,20,6,14,0,0,0,8,0,9,0,29,26,13,3,0,6,9,3,7,0,65,6,9,8,12,4,0,5,0,0,52,3,11,7,0,0,0,0,3,0,30,4,0,6,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,3,4,0,0,0,4,3,0,21,119,100,228,33,25,30,34,48,11,633,6,8,3,3,3,0,0,0,0,26,0,3,0,0,0,0,0,0,0,8,5,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,6,6,0,4,0,5,0,0,3,0,24
