POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3269,9,3,0,0,0,0,0,0,0,21,6,7,3,0,4,0,0,0,0,20,34,3,18,4,7,0,3,16,0,98,4,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,11,90,46,34,15,16,9,11,33,5,259
POA3270,3,0,0,0,0,0,0,0,4,13,4,0,0,3,0,0,0,0,0,5,5,0,21,0,0,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,26,23,27,9,5,6,0,8,4,114
POA3271,3,0,4,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,8,3,3,0,0,0,7,0,48
POA3272,19,0,0,4,8,0,0,0,5,38,10,5,0,19,8,0,0,9,0,50,34,0,56,19,12,12,10,32,0,174,0,0,0,0,5,0,0,0,0,6,4,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,15,93,79,64,53,39,17,23,42,6,413
POA3273,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,10,9,0,0,4,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,4,0,0,0,8,0,50
POA3274,6,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,13,13,0,3,0,0,0,3,6,0,23,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,35,14,4,0,3,0,0,5,0,70
POA3275,0,5,0,0,0,0,0,0,0,9,4,0,0,0,7,0,0,0,0,13,12,3,32,8,11,3,12,8,0,93,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,28,41,21,23,3,18,12,0,168
POA3276,11,0,0,0,0,0,0,0,0,12,3,0,0,0,5,0,0,0,0,15,26,0,12,7,3,0,5,8,0,62,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,18,15,16,13,0,5,11,0,133
POA3277,12,5,0,7,9,0,0,0,0,37,13,7,3,18,8,0,0,7,0,62,56,6,91,27,26,14,27,31,9,282,5,0,0,3,3,0,0,0,0,10,7,0,0,4,0,5,0,4,0,17,0,0,0,0,0,5,0,0,0,4,8,0,0,3,0,4,8,4,0,28,121,124,100,69,58,33,38,49,14,606
POA3278,0,0,0,0,0,0,0,0,0,14,5,0,0,4,3,0,0,0,0,20,3,0,15,5,4,8,8,8,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,16,20,14,7,13,14,8,0,121
POA3279,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,10,12,0,14,6,3,3,4,0,0,45,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,9,31,16,15,14,5,3,3,8,3,96
POA3280,92,138,55,97,81,32,12,38,7,552,147,168,112,366,177,90,22,80,20,1189,429,161,1325,686,402,262,232,433,56,3985,19,11,13,27,40,39,15,55,0,208,19,10,28,56,47,26,10,29,3,231,0,8,7,6,8,4,6,7,0,47,24,37,15,33,24,34,18,58,30,279,1246,3103,1687,1608,1061,572,337,839,147,10601
POA3281,15,6,4,8,6,4,0,0,0,39,10,13,10,18,7,3,0,4,0,73,43,12,111,27,24,12,18,31,5,284,0,0,0,6,5,0,0,0,0,11,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,4,0,4,0,19,121,182,137,78,69,28,24,50,9,699
POA3282,5,14,4,13,9,0,0,4,4,43,8,8,5,32,10,3,0,3,0,71,48,22,117,54,30,25,33,43,3,383,6,0,3,0,5,0,3,3,0,21,0,0,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,4,9,4,37,104,203,154,136,76,40,45,59,11,837
POA3283,13,7,3,3,4,3,0,3,0,32,15,7,0,12,3,6,0,3,0,49,41,9,56,18,13,8,14,24,10,179,4,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,3,5,22,115,114,75,59,42,22,11,36,15,490
POA3284,31,24,3,14,8,3,0,5,0,92,25,18,8,30,13,4,0,11,4,104,71,12,137,44,23,18,17,32,0,350,3,3,0,13,3,3,6,6,0,28,4,3,4,0,5,4,0,0,0,17,0,3,0,0,0,0,0,0,0,11,15,4,3,6,3,3,0,0,5,48,254,388,170,137,101,47,25,65,21,1206
POA3285,10,7,0,0,0,0,0,0,0,20,8,8,5,4,10,0,0,4,0,39,44,10,50,20,4,5,18,18,0,175,0,0,0,0,0,0,0,7,0,8,3,0,0,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,0,0,4,24,110,108,56,39,27,15,23,37,8,420
POA3286,0,3,0,0,0,0,0,0,0,10,7,0,3,3,3,0,0,6,0,30,12,4,13,3,9,3,3,11,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,30,19,8,17,3,5,14,6,155
POA3287,6,0,0,0,0,0,0,3,0,9,4,0,0,3,0,0,0,3,0,10,13,0,13,5,4,3,5,10,0,58,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,27,18,13,6,4,3,26,0,129
POA3289,7,0,0,0,8,0,0,0,0,19,3,3,0,4,0,3,0,4,0,25,30,0,22,3,6,8,3,14,3,86,4,0,0,5,0,0,0,0,0,11,4,0,0,0,0,0,0,4,0,11,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,79,38,26,22,23,12,6,21,6,221
POA3292,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,4,7,0,0,4,4,40
POA3293,5,0,0,5,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,6,17,0,8,8,5,3,4,8,0,46,4,0,0,0,0,0,0,4,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,56,14,5,11,13,3,0,11,0,116
POA3294,20,6,0,0,3,0,5,0,0,29,8,4,4,8,9,0,0,0,0,34,40,5,33,12,10,10,7,10,0,123,7,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,15,121,78,42,30,31,22,11,38,0,369
POA3300,26,34,12,24,19,12,0,3,0,137,51,47,13,117,45,13,5,16,4,316,176,48,462,185,133,78,97,146,22,1349,7,3,3,11,17,20,4,20,0,85,11,0,6,10,13,10,6,7,3,71,0,4,0,4,5,0,0,0,0,15,8,20,12,11,8,10,4,14,8,88,406,806,540,455,321,167,126,229,39,3083
POA3301,18,11,0,0,0,0,0,3,0,39,19,3,3,6,5,5,5,7,0,45,64,0,28,11,18,6,7,31,0,170,0,0,6,0,7,0,0,0,0,13,0,4,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,6,18,156,103,43,29,49,8,9,47,10,460
POA3302,8,6,0,0,3,0,0,0,0,16,3,0,0,0,3,0,0,0,0,15,23,3,7,0,3,3,4,6,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,26,5,17,10,8,0,6,0,124
POA3303,4,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,8,6,6,5,4,0,0,10,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,12,12,11,6,5,9,12,0,94
POA3304,19,10,0,4,0,0,0,0,0,41,13,12,4,12,9,0,7,0,0,58,72,10,87,52,21,12,47,44,3,352,6,3,3,6,6,0,5,4,0,19,3,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,6,0,3,0,5,9,9,6,36,158,87,100,89,39,24,64,67,13,644
POA3305,35,51,8,31,25,12,9,7,3,180,45,56,29,131,60,20,12,19,4,380,160,65,604,268,131,84,194,163,48,1719,7,8,10,8,19,16,13,17,0,96,7,12,7,31,13,7,14,15,0,106,6,7,4,0,0,0,0,3,0,25,14,16,9,23,13,11,17,20,10,124,407,821,695,597,313,158,261,266,69,3590
POA3309,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,3,0,0,5,0,31
POA3310,5,0,0,3,0,0,0,0,0,8,0,5,0,0,0,3,0,0,0,5,6,0,3,5,0,3,0,9,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,10,9,0,7,3,9,0,60
POA3311,9,6,0,0,6,0,0,0,0,19,5,0,0,14,3,0,0,4,0,29,25,5,48,31,18,13,20,25,3,187,0,0,0,5,0,6,0,3,0,13,4,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,11,54,74,59,70,33,18,20,42,4,377
POA3312,15,3,0,4,0,0,0,0,0,21,5,5,4,3,0,0,0,7,0,30,55,5,27,9,7,8,10,14,0,135,9,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,20,133,53,34,24,13,11,14,28,5,308
POA3314,18,4,0,0,0,0,0,0,0,22,20,0,0,0,3,3,0,0,3,32,31,0,10,6,0,3,0,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,93,31,11,10,10,6,0,14,4,198
POA3315,19,4,0,4,0,0,0,0,0,38,18,11,0,11,3,0,0,8,0,51,51,13,43,25,15,7,13,24,4,195,4,0,0,0,3,0,0,3,0,14,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,0,4,4,0,19,156,94,49,44,28,16,16,51,3,461
POA3317,3,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,0,0,4,13,0,4,0,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,7,7,3,0,0,10,0,59
POA3318,12,0,0,0,5,0,0,0,0,25,15,0,3,11,3,0,0,0,0,40,32,5,25,19,14,5,10,18,8,128,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,7,92,66,36,42,29,9,7,28,8,323
POA3319,7,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,12,8,0,11,3,0,0,0,6,6,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,15,33,13,14,10,12,4,5,16,6,104
POA3321,8,9,5,5,10,0,0,4,0,41,24,16,8,12,10,4,0,0,0,85,31,6,110,15,16,14,25,32,0,249,0,7,0,0,9,0,0,0,0,12,0,0,0,0,0,3,0,0,0,17,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,5,6,0,19,119,193,140,63,71,35,29,51,3,706
POA3322,3,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,12,0,4,4,0,0,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,8,3,0,3,8,0,48
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,3,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,26,0,0,3,0,0,0,4,0,35
POA3324,7,0,0,0,0,0,0,3,0,16,0,0,0,3,0,0,0,0,0,11,18,0,13,3,6,3,7,10,0,52,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,4,0,0,0,11,49,20,14,15,14,8,15,18,6,149
POA3325,6,0,0,0,3,0,0,3,0,12,4,0,3,3,0,0,0,0,0,9,7,0,18,8,0,0,7,6,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,43,17,21,13,14,0,7,10,3,123
POA3328,11,8,3,14,10,0,0,0,0,43,6,19,8,21,13,3,0,3,0,77,29,17,155,56,32,15,35,35,6,372,4,0,0,3,5,4,0,0,0,15,3,0,0,0,0,0,6,3,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,11,84,201,183,126,91,27,41,57,15,816
POA3329,0,3,0,5,0,0,0,0,3,8,3,0,0,4,0,0,0,0,0,10,13,0,16,10,4,4,0,4,0,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,22,24,16,21,5,5,4,11,8,122
POA3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,9,3,0,0,0,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,8,3,0,7,0,8,0,45
POA3331,24,36,25,30,29,8,0,7,3,161,47,39,46,82,49,29,15,21,3,326,112,43,437,155,129,48,101,103,20,1142,8,7,3,5,15,8,4,0,0,49,5,0,3,5,19,4,3,0,0,42,0,0,0,0,0,5,0,0,0,18,5,3,12,10,3,4,5,7,8,60,310,533,551,366,297,123,134,152,41,2513
POA3332,8,3,0,5,7,3,0,0,0,26,7,0,11,16,12,3,0,0,0,53,18,9,82,25,15,8,23,28,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,4,18,57,70,101,59,41,16,29,36,5,417
POA3333,6,4,0,0,3,0,0,0,0,26,10,4,5,6,8,0,0,6,0,38,21,0,39,9,8,0,9,13,0,114,0,0,0,0,4,0,0,0,0,11,6,0,0,5,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,12,65,50,48,29,35,11,16,30,4,292
POA3334,5,4,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,12,14,0,14,11,5,6,4,9,0,70,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,31,37,22,19,16,0,8,13,0,153
POA3335,15,11,19,24,21,7,20,12,3,131,40,30,65,65,43,7,51,25,5,335,38,19,194,88,59,31,57,64,20,571,0,0,5,4,0,4,0,0,0,18,3,4,4,12,13,0,6,5,0,50,3,4,4,3,0,0,0,0,0,19,3,10,7,3,5,3,4,8,10,47,202,522,369,285,296,114,223,163,57,2240
POA3336,56,50,67,50,69,29,57,27,0,410,99,77,93,179,160,51,135,53,16,860,103,52,468,172,158,77,159,110,25,1326,0,10,16,11,24,10,3,8,5,78,20,16,14,27,30,20,23,14,6,167,10,14,4,7,17,3,9,0,0,59,11,19,10,18,21,6,22,15,29,152,702,1898,872,844,946,349,640,342,131,6722
POA3337,96,79,61,113,121,30,62,39,13,609,146,152,120,382,218,89,124,80,16,1335,295,159,1431,704,497,233,550,463,69,4410,20,4,25,37,39,33,41,44,0,231,32,20,26,65,44,30,41,36,12,304,16,17,12,14,8,3,12,11,0,90,27,28,38,47,41,27,34,53,52,343,944,1720,1868,1794,1356,594,1030,830,208,10338
POA3338,69,64,88,94,94,42,90,34,16,582,150,128,143,405,201,87,232,100,26,1471,209,110,1030,548,360,176,441,316,66,3254,16,7,17,32,42,17,49,29,3,205,12,6,25,45,44,23,45,34,7,245,5,19,15,7,12,3,21,7,6,100,14,26,29,45,27,26,43,32,45,289,890,2055,1567,1728,1282,558,1192,725,219,10212
POA3340,80,86,70,86,97,27,25,23,5,499,132,142,114,264,201,54,45,50,10,1015,327,132,1265,428,399,169,313,279,74,3381,16,3,18,20,30,26,9,21,0,151,31,14,31,30,32,18,19,13,0,188,3,8,11,9,14,0,4,0,0,59,16,18,23,29,22,19,18,25,37,204,1018,1954,1658,1152,1075,408,487,470,153,8364
POA3341,18,7,7,10,3,3,0,3,0,41,8,11,7,17,16,3,3,9,0,72,28,11,102,25,26,12,27,20,5,247,0,0,0,0,6,0,0,0,0,12,0,0,3,3,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,3,0,3,16,93,133,129,66,72,32,38,35,12,607
POA3342,19,15,3,6,9,7,0,4,0,61,22,20,11,45,17,8,0,7,0,127,63,18,193,63,62,29,44,47,8,526,4,0,4,4,9,6,0,4,0,19,10,3,0,12,7,4,6,4,0,41,0,3,0,0,0,0,0,0,0,9,8,6,5,5,3,4,0,5,0,43,212,275,226,180,151,64,58,78,16,1261
POA3345,11,5,4,4,11,0,0,5,0,38,11,11,10,8,9,12,0,3,0,52,22,5,79,22,17,7,19,13,0,182,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,15,88,121,95,52,58,18,30,28,8,496
POA3350,238,292,128,211,206,84,38,52,12,1273,298,377,253,615,393,138,54,91,24,2243,684,304,2154,1001,788,457,364,546,81,6383,39,27,30,67,81,67,25,57,5,386,40,39,33,91,68,60,14,30,4,383,19,41,14,18,15,8,3,13,4,130,42,66,39,52,45,41,26,39,45,387,3005,8036,3004,3015,2557,1172,686,1034,265,22782
POA3351,53,36,11,28,30,11,8,13,4,189,61,42,28,83,47,18,8,16,7,312,159,42,509,179,131,66,107,138,18,1337,8,0,4,8,12,3,3,12,0,60,11,3,12,12,13,4,5,10,0,65,4,8,6,0,0,4,0,0,0,20,22,3,11,9,15,3,6,13,14,105,460,616,599,401,316,133,153,217,49,2940
POA3352,77,84,44,69,57,14,8,23,3,380,117,96,62,186,131,41,18,38,9,696,383,98,966,325,280,123,221,226,36,2654,16,3,14,16,24,21,8,16,0,132,25,11,16,19,34,10,9,15,5,138,6,15,5,4,0,0,0,0,0,32,36,18,16,23,20,11,7,17,14,165,1016,1575,1207,799,758,268,302,371,96,6389
POA3355,23,33,6,31,27,10,4,10,0,153,34,25,31,118,66,28,11,24,12,349,97,43,405,242,134,87,110,163,18,1286,3,4,0,16,12,19,3,16,0,69,7,0,3,20,9,16,6,14,0,79,3,4,6,5,0,0,0,3,0,24,6,7,11,13,14,15,4,14,5,95,297,687,533,535,368,205,155,279,41,3098
POA3356,21,25,17,36,33,13,9,14,0,163,35,64,44,144,79,26,15,36,6,446,142,58,639,352,192,137,125,196,33,1864,9,3,13,18,27,21,7,24,0,128,3,9,4,27,19,9,6,17,0,96,0,0,0,0,0,0,4,0,0,14,9,4,10,17,8,8,7,15,16,102,309,770,779,736,468,269,191,343,65,3947
POA3357,20,26,10,8,12,0,0,0,0,82,27,18,15,26,30,10,5,4,0,131,40,22,123,48,46,19,30,27,8,350,0,4,0,0,6,0,5,0,0,19,0,4,0,0,3,0,0,0,0,19,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,4,4,24,216,491,169,155,150,51,50,47,23,1327
POA3358,15,14,8,10,4,3,0,4,0,55,18,27,19,47,33,10,7,5,0,172,52,16,192,71,66,32,33,41,0,505,0,0,5,0,3,8,0,0,0,20,0,8,7,7,10,3,0,0,0,29,0,0,0,4,5,0,0,0,0,8,0,4,3,3,3,0,7,3,7,30,133,354,255,204,151,73,57,65,11,1315
POA3360,3,0,0,0,9,0,0,0,0,12,4,8,3,0,5,0,0,0,0,25,21,5,21,5,9,0,17,7,0,87,0,0,0,6,0,0,0,4,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,41,45,28,20,30,6,14,18,8,208
POA3361,3,0,0,0,0,4,0,4,0,13,4,3,0,0,0,0,0,0,0,10,18,6,19,15,7,0,9,5,0,73,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,20,17,13,8,8,15,6,159
POA3363,20,14,9,16,9,0,3,3,0,68,17,21,10,24,17,3,0,10,0,112,55,12,161,50,40,23,34,37,5,416,3,6,3,3,0,0,3,4,0,27,0,0,0,6,0,3,5,0,0,21,0,0,0,0,0,0,0,4,0,4,3,3,5,0,5,0,0,8,0,15,138,216,207,132,98,47,47,68,11,970
POA3364,16,11,5,4,3,0,0,4,0,49,18,9,8,17,4,0,0,0,0,65,67,8,82,21,24,15,23,26,4,277,4,0,4,0,0,3,0,0,0,15,7,0,0,0,0,0,0,0,0,17,0,4,0,0,4,0,0,0,0,9,8,7,4,6,0,3,3,3,4,38,185,194,123,72,64,28,26,50,13,761
POA3370,4,10,6,4,7,0,0,0,0,37,3,6,0,17,7,4,0,3,0,54,22,13,61,28,8,13,7,17,0,176,0,0,0,3,0,4,0,3,0,13,0,4,5,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,8,3,6,0,0,0,4,0,5,22,65,139,82,80,44,31,18,37,9,495
POA3371,0,4,5,7,0,0,0,3,0,17,4,3,3,5,7,4,0,3,0,30,13,3,30,15,10,4,13,16,3,104,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,30,44,41,30,21,13,11,26,7,229
POA3373,11,3,7,3,8,0,6,5,0,44,26,15,3,18,18,4,0,3,0,96,40,10,64,46,17,13,30,36,0,265,0,0,3,4,0,0,0,3,0,17,3,0,0,3,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,15,127,128,85,89,67,17,49,61,12,633
POA3374,6,0,0,7,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,6,8,3,20,10,9,0,5,0,5,64,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,7,0,0,0,0,0,15,29,31,18,34,14,3,6,4,3,151
POA3375,5,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,10,10,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,12,4,4,3,4,0,6,0,74
POA3377,42,37,12,46,31,5,4,13,0,180,31,40,15,97,36,5,11,14,4,255,140,45,246,246,83,42,66,133,19,1026,5,0,7,11,5,9,0,18,3,64,5,4,4,21,9,5,0,10,0,56,0,3,0,0,0,0,0,6,0,15,10,8,4,8,11,9,6,32,10,97,350,516,306,496,225,94,99,278,56,2419
POA3378,4,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,13,12,0,3,0,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,0,3,0,0,4,0,60
