POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA3482,0,0,0,3,11,18,0,0,0,0,0,5,0,0,0,27,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,5,9,4,6,7,0,0,0,46,36,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,64,0,0,0,0,0,0,38,31,64,31,18,47,115,92,207
POA3483,0,0,5,26,42,72,0,0,0,4,3,7,0,0,0,143,132,280,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,8,4,14,0,0,0,0,0,0,53,75,121,9,11,14,0,0,0,248,264,518,5,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,133,278,0,3,3,0,0,0,147,138,279,46,33,74,448,435,882
POA3485,0,0,0,16,20,31,0,0,0,0,0,0,0,0,0,38,29,67,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,21,21,41,4,0,4,0,0,0,81,74,159,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,5,7,0,0,3,52,35,85,0,0,0,0,0,0,57,35,91,21,18,35,158,131,291
POA3487,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,4,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,8,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,40,0,0,0,0,0,0,25,14,40,4,6,14,38,41,82
POA3488,0,0,0,8,8,14,0,0,0,0,0,3,0,0,0,12,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,5,0,0,0,25,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27,0,0,0,0,0,0,12,15,27,10,7,11,44,42,89
POA3489,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,12,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,10,0,0,0,20,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,22,0,0,0,0,0,0,13,12,22,0,0,0,32,28,62
POA3490,0,3,8,65,71,134,0,0,0,0,7,6,0,0,0,117,146,257,0,0,0,7,0,3,9,7,13,0,0,0,3,4,11,0,0,0,0,3,6,0,0,0,17,9,24,0,0,0,0,0,0,63,67,137,0,3,5,0,0,0,278,314,595,9,7,13,0,0,0,0,0,0,0,0,0,7,7,10,3,6,5,5,9,14,268,203,473,4,0,4,0,0,0,273,208,474,100,81,186,667,620,1292
POA3491,0,0,0,11,16,29,0,0,0,0,0,0,0,0,0,4,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,27,38,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,67,0,3,5,0,0,0,44,24,67,8,7,9,74,73,149
POA3494,6,0,5,29,25,60,0,0,0,0,3,3,0,0,0,40,30,70,0,0,0,0,0,3,0,0,0,3,4,7,8,0,6,0,0,0,17,6,25,3,8,12,7,0,5,0,0,0,15,7,22,12,10,20,8,0,11,0,0,0,142,104,244,0,0,0,0,0,0,0,0,0,0,0,0,11,9,17,0,0,0,11,9,19,159,118,276,0,0,0,0,0,0,156,123,280,50,39,95,365,273,641
POA3496,42,35,85,244,303,549,0,0,0,17,10,30,0,0,0,550,564,1115,12,20,33,20,15,39,14,22,36,0,4,4,20,32,53,0,0,0,6,3,14,53,42,98,52,51,97,16,23,37,12,14,21,124,170,291,68,75,138,7,10,18,1223,1352,2573,11,0,15,35,24,66,0,0,0,0,0,0,18,17,32,4,5,4,23,20,44,1613,1431,3044,9,0,10,0,0,4,1621,1442,3061,351,276,628,3312,3152,6464
POA3498,36,40,74,240,272,514,0,0,0,8,7,23,0,0,0,698,736,1433,13,11,22,49,35,86,10,10,19,0,0,0,31,39,66,0,0,0,13,11,25,27,33,64,48,46,101,7,3,5,36,34,77,114,158,273,39,53,90,5,7,9,1328,1470,2795,12,10,28,26,17,36,0,0,0,0,0,0,7,6,11,4,4,6,9,10,17,1271,1117,2388,6,6,16,5,0,4,1284,1127,2407,318,300,616,3015,2962,5977
POA3500,455,412,867,1229,1625,2855,0,0,0,115,127,241,0,0,0,2993,3601,6593,56,96,150,170,179,346,42,74,117,41,40,80,135,182,321,15,15,30,66,84,146,200,238,438,236,336,571,30,56,84,108,126,235,565,829,1396,404,433,837,18,20,38,6417,8056,14476,172,141,312,570,479,1047,0,3,9,8,11,14,169,143,310,33,48,80,201,197,398,7230,7084,14317,35,31,67,20,34,54,7292,7153,14441,1513,1507,3017,16634,17937,34565
POA3501,9,9,13,76,105,187,0,0,0,6,3,10,0,0,0,288,275,559,0,0,0,14,12,22,0,3,0,0,0,0,10,20,31,0,0,0,5,5,10,0,6,5,19,14,41,0,0,0,5,3,16,44,57,99,7,22,33,5,0,7,497,531,1021,4,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,491,449,940,6,0,7,0,0,4,494,458,949,76,77,151,1074,1074,2146
POA3505,11,21,37,234,243,474,0,0,0,8,13,21,0,0,0,436,458,893,10,12,20,26,13,40,4,5,3,0,0,5,32,34,69,0,0,0,4,6,8,19,29,47,29,29,57,6,3,10,11,12,23,121,168,297,46,40,85,0,0,8,985,1070,2051,0,4,3,10,7,15,0,0,0,0,0,0,0,5,4,0,8,9,5,11,16,1215,1099,2315,0,0,3,0,4,3,1212,1107,2320,282,275,559,2516,2493,5010
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,23,0,0,0,0,0,0,12,12,23,0,0,3,17,21,33
POA3507,0,0,0,6,3,15,0,0,0,0,8,6,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,8,12,20,0,0,0,0,0,0,37,37,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,64,0,0,0,0,0,0,32,28,64,18,21,36,89,88,171
POA3509,0,0,0,23,14,38,0,0,0,3,0,3,0,0,5,14,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,29,3,3,6,0,0,0,60,57,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,78,0,0,0,0,0,0,37,42,78,19,16,34,118,112,228
POA3512,4,0,8,4,12,14,0,0,0,0,0,0,0,0,0,21,20,35,0,0,0,0,0,0,0,0,0,0,0,0,19,18,38,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,31,21,48,0,4,6,0,0,0,82,72,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,95,74,174,0,0,4,0,0,0,98,77,180,19,12,27,202,163,369
POA3515,3,0,6,106,101,206,0,0,0,34,30,65,0,0,0,224,261,486,0,5,3,4,0,9,7,0,9,0,0,0,0,5,0,0,0,0,0,0,6,11,9,21,19,15,35,0,0,0,0,0,9,64,64,129,20,27,45,0,0,0,501,527,1024,0,0,0,0,0,3,0,0,0,0,0,0,6,3,8,0,0,0,6,3,8,645,654,1296,3,0,4,0,0,0,644,656,1303,91,82,169,1247,1267,2516
POA3516,0,0,0,57,56,111,0,0,0,8,3,9,0,0,0,67,57,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,12,23,0,0,0,0,0,0,27,26,56,5,0,9,0,0,0,165,170,336,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,170,149,312,0,0,0,0,0,0,170,148,313,30,29,64,371,353,722
POA3517,5,7,9,121,133,251,0,0,0,4,3,8,0,0,0,123,131,258,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,4,3,15,14,32,3,0,3,4,4,4,27,29,59,12,4,19,0,0,0,314,338,653,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,8,356,294,651,0,3,3,0,4,4,361,298,659,88,80,161,768,727,1497
POA3518,0,0,4,65,98,164,0,0,0,17,12,28,0,0,0,72,64,139,7,9,10,4,0,4,0,0,0,4,0,3,7,9,9,0,0,0,0,0,3,3,3,10,17,21,34,0,5,3,7,3,7,55,49,103,9,19,30,0,0,0,265,283,552,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,12,5,6,12,298,256,554,0,0,6,0,0,0,297,261,561,98,95,191,673,650,1321
POA3520,0,0,0,14,4,15,0,0,0,0,0,0,0,0,0,11,14,19,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,6,5,7,0,0,3,0,0,0,30,32,62,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,70,0,0,0,0,0,0,38,30,70,9,12,20,81,77,156
POA3521,0,0,4,37,42,85,0,0,0,4,3,9,0,0,0,86,99,183,0,0,0,8,4,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,10,3,0,3,0,0,0,9,10,15,0,6,8,0,0,0,155,167,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,175,361,0,0,0,4,0,4,187,177,368,45,45,81,388,391,772
POA3522,0,0,0,12,14,25,0,0,0,0,0,0,0,0,0,33,33,71,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,0,6,0,0,0,0,0,0,11,14,25,0,0,0,0,0,0,67,67,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,66,150,0,0,0,0,0,0,80,66,151,25,19,48,176,162,338
POA3523,11,13,19,222,229,450,0,0,0,17,15,31,0,0,0,429,380,817,0,0,0,16,16,28,0,0,0,4,0,3,4,10,17,0,0,0,12,12,27,4,7,15,49,46,93,3,0,3,7,0,11,64,101,164,16,29,48,3,0,3,846,863,1710,4,5,11,0,0,0,0,0,0,0,0,3,0,0,0,6,16,19,8,13,24,867,749,1620,0,3,5,6,7,10,877,764,1635,304,257,561,2053,1917,3965
POA3525,4,6,10,61,81,148,0,0,0,6,6,16,0,0,0,178,161,340,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,40,0,0,0,0,0,4,78,79,155,6,12,21,3,5,11,363,373,736,5,0,5,4,3,3,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,221,212,436,0,0,4,0,6,3,222,218,444,97,68,162,689,678,1369
POA3527,0,3,8,25,26,50,0,0,0,5,3,4,0,0,0,68,70,142,0,4,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,30,55,0,0,0,0,0,0,50,52,103,7,8,14,0,0,0,187,197,379,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,154,115,269,0,0,0,0,0,0,154,115,271,32,45,80,373,364,741
POA3529,0,0,0,0,4,6,0,0,0,3,6,9,0,0,0,20,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,14,26,0,0,0,0,0,0,42,33,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,46,0,0,0,0,0,0,21,20,46,0,0,4,61,58,117
POA3530,0,0,0,6,9,10,0,0,0,0,3,0,0,0,0,27,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,8,10,0,0,0,0,0,0,46,26,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,35,0,0,0,0,0,0,21,13,35,6,6,7,69,49,114
POA3531,0,0,0,9,9,21,0,0,0,0,0,0,0,0,0,29,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,7,20,5,0,3,0,0,0,53,53,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,38,82,0,0,0,0,0,0,52,38,86,5,0,5,106,93,194
POA3533,0,4,4,36,45,73,0,0,0,0,0,0,0,0,0,88,88,174,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,46,40,83,0,3,6,0,0,0,176,182,361,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,169,135,309,0,4,4,3,0,3,171,140,313,34,26,58,387,357,744
POA3537,3,0,7,38,48,81,0,0,0,33,40,68,0,0,0,58,64,117,4,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,23,22,45,0,0,0,0,0,0,51,65,113,4,5,12,0,0,0,215,249,466,0,0,5,0,7,5,0,0,0,0,0,0,0,0,0,3,7,7,3,7,7,198,195,397,0,0,0,0,0,0,198,199,400,104,113,214,523,576,1094
POA3540,0,0,0,19,32,46,0,0,0,0,6,11,0,0,0,15,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,17,8,32,0,0,0,0,0,0,66,74,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,36,87,0,0,0,0,0,0,52,36,87,21,18,31,136,132,263
POA3542,0,0,3,15,14,30,0,0,0,0,0,0,0,0,0,8,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,36,40,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,33,0,0,0,0,0,0,20,11,36,14,12,25,74,63,139
POA3544,0,0,0,14,18,26,0,0,0,0,0,0,0,0,0,30,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,3,8,19,0,0,0,70,57,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,44,91,0,0,0,0,0,0,50,44,91,21,15,34,140,114,252
POA3546,0,0,3,20,24,49,0,0,0,0,0,5,0,0,0,29,35,61,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,18,17,36,0,5,0,0,0,0,79,90,171,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,75,57,130,0,0,0,0,0,0,75,57,130,13,9,24,169,170,346
POA3549,246,256,504,118,104,219,0,0,0,11,9,23,0,0,0,523,487,1011,5,6,15,28,34,65,0,0,0,11,14,27,3,5,8,0,0,0,50,34,82,19,19,38,11,13,30,0,0,0,18,18,37,81,92,172,109,86,198,0,0,0,1001,925,1922,26,18,44,129,79,202,0,0,0,0,0,0,5,0,13,0,4,4,10,6,14,413,368,791,4,5,6,0,0,0,421,375,792,291,249,538,2111,1905,4017
POA3550,290,357,651,1655,2198,3852,0,0,4,335,401,742,29,34,62,3638,4382,8018,27,26,56,61,65,121,28,38,64,26,36,64,67,68,130,29,27,58,33,41,78,175,246,428,290,335,623,13,29,41,34,37,68,801,1131,1931,438,527,961,5,4,10,7682,9623,17310,242,210,451,183,153,336,13,20,28,5,3,4,89,74,163,49,103,149,134,178,317,9817,9737,19555,99,66,162,25,39,60,9939,9842,19780,1491,1467,2964,19983,21859,41839
POA3551,110,141,255,1526,1797,3315,0,0,0,437,483,915,29,30,58,3673,3917,7589,19,23,45,60,48,102,27,27,52,15,10,22,56,57,111,17,14,32,33,35,75,214,241,453,243,278,517,11,23,36,24,22,49,825,998,1820,378,410,797,7,9,18,7591,8427,16018,91,75,161,75,96,168,4,8,9,0,0,3,35,23,61,27,55,80,62,80,144,8613,8031,16644,39,36,79,15,28,42,8669,8100,16764,1091,1001,2095,17696,17921,35614
POA3555,106,131,236,928,1309,2240,0,0,0,260,314,575,28,25,57,1502,1972,3477,19,25,42,53,36,88,42,46,90,22,26,50,16,35,51,7,8,10,18,24,42,106,129,237,168,198,363,16,20,38,22,25,46,446,672,1122,175,254,426,0,0,3,3844,5116,8958,89,71,160,101,87,186,5,3,10,3,0,3,76,58,130,30,34,61,109,85,196,4830,4821,9651,26,20,43,14,21,29,4868,4856,9730,806,762,1565,9923,11117,21043
POA3556,124,142,264,609,818,1428,0,0,0,163,187,355,0,0,0,1048,1192,2237,4,7,10,14,16,26,22,24,48,12,13,24,16,30,40,0,3,3,8,14,25,58,72,125,104,137,239,20,26,49,60,59,120,266,362,620,110,139,252,0,0,3,2508,3097,5603,19,16,39,35,24,59,0,0,0,3,0,4,16,24,41,16,22,41,38,49,86,3540,3398,6937,21,20,36,3,11,19,3561,3421,6988,501,543,1047,6789,7292,14088
POA3557,0,3,3,58,59,113,0,0,0,0,4,7,0,0,0,90,92,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,8,4,5,9,0,0,0,4,4,3,19,28,51,13,8,22,0,0,0,196,204,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,8,4,177,165,344,0,0,0,0,0,0,177,169,348,45,47,87,417,430,853
POA3558,0,9,9,89,78,165,0,0,0,0,0,0,0,0,0,98,110,207,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,6,0,0,0,0,4,4,8,15,20,0,0,0,0,0,0,29,30,62,3,3,11,0,0,0,232,238,472,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,182,157,337,0,0,0,0,0,0,182,158,343,72,63,133,489,479,971
POA3559,0,0,6,34,39,65,0,0,0,0,0,0,0,0,0,99,83,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,16,13,28,0,4,10,0,0,0,155,139,295,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,72,169,0,0,0,0,0,0,97,70,170,46,43,93,304,262,563
POA3561,18,14,28,256,305,559,0,0,0,13,26,43,0,0,0,439,462,906,3,3,4,7,9,11,0,0,4,0,0,0,5,10,14,0,0,0,9,4,9,9,15,19,119,119,234,14,30,40,0,0,0,150,174,324,35,39,69,0,5,11,1067,1183,2247,3,4,8,0,0,8,0,0,0,0,0,0,0,0,0,6,6,12,5,6,13,913,905,1816,5,4,10,4,0,6,922,914,1830,192,163,360,2202,2291,4498
POA3562,0,0,0,7,13,24,0,0,0,5,0,4,0,0,0,21,26,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,8,14,0,0,0,0,0,0,36,51,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,50,126,0,3,4,0,0,3,80,48,130,22,11,31,141,114,257
POA3563,7,3,8,61,59,118,0,0,0,0,0,6,0,0,0,65,60,126,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,13,21,28,0,0,0,4,4,5,38,43,77,4,5,7,0,0,0,189,197,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,167,364,0,0,0,0,0,0,199,171,364,46,42,91,437,411,850
POA3564,46,60,110,968,1164,2132,0,0,0,85,105,193,0,0,0,1742,1992,3733,3,14,19,22,19,46,8,14,25,10,9,14,29,30,55,9,5,9,15,18,27,56,78,135,193,243,433,14,26,32,0,0,6,437,651,1092,117,131,246,5,4,5,3706,4497,8203,50,38,88,16,18,34,0,3,3,0,0,3,9,5,20,7,24,29,24,28,49,3728,3563,7288,11,11,22,4,14,15,3744,3590,7329,669,591,1260,8249,8827,17080
POA3565,0,0,0,8,11,15,0,0,0,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,16,6,0,5,0,0,0,27,31,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,29,70,5,0,0,0,0,0,46,31,75,7,3,5,74,64,134
POA3566,0,0,0,48,49,97,0,0,0,4,8,11,0,0,0,51,48,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,14,27,41,4,4,4,0,0,0,131,132,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,120,243,0,0,0,0,0,0,130,120,248,35,25,61,292,280,578
POA3567,0,0,0,61,59,126,0,0,0,4,0,4,0,0,0,51,59,108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,8,0,0,0,6,3,7,0,0,0,0,0,0,43,35,78,0,0,0,0,0,0,167,163,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,122,278,5,0,5,0,0,0,153,124,275,27,26,60,350,311,665
POA3568,5,7,8,176,212,387,0,0,0,22,21,39,0,0,0,260,281,545,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,9,16,29,35,68,0,0,3,0,0,0,138,172,311,14,17,26,0,0,0,641,758,1396,6,5,9,3,5,7,0,0,0,0,0,0,10,7,14,0,0,3,8,5,17,650,607,1258,0,0,0,0,0,0,650,612,1261,128,120,249,1446,1506,2947
POA3570,6,0,4,50,46,94,0,0,0,3,6,11,0,0,0,50,65,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,5,6,9,13,6,5,7,0,0,0,18,25,47,15,8,15,0,0,0,144,174,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,171,371,0,0,0,0,0,0,200,178,370,75,66,140,419,418,837
POA3571,0,0,0,12,17,32,0,0,0,3,4,8,0,0,0,32,34,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,0,0,0,0,0,25,20,48,0,0,0,0,0,0,88,85,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,107,0,0,0,0,0,0,53,53,107,15,11,21,153,157,305
POA3572,0,0,0,17,19,34,0,0,0,3,0,5,0,0,0,15,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,7,14,0,0,0,0,0,0,46,48,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,30,0,0,0,0,0,0,17,11,30,9,0,8,74,60,137
POA3573,0,0,0,29,24,57,0,0,0,0,0,3,0,0,0,17,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,6,0,0,0,26,23,51,0,0,0,0,0,0,86,90,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,56,119,0,0,4,0,0,0,63,58,117,17,26,44,166,175,340
POA3575,4,0,6,37,44,79,0,0,0,11,20,27,0,0,0,101,101,201,4,8,15,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,15,17,32,0,0,0,0,0,0,30,31,59,13,19,33,0,0,0,223,240,460,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,135,301,0,0,0,0,0,0,163,139,303,37,34,76,428,416,842
