POA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
POA3902,46,20,16,0,14,22,0,17,22,8,35,195,21,342,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,3,0,0,6,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,8,0,3,6,0,0,16,0,37,0,0,0,0,0,0,0,0,0,0,0,0,48,48,48,21,20,0,24,28,0,16,29,4,38,211,65,423,12,8,0,0
POA3903,113,77,33,0,39,40,10,37,85,9,70,362,26,685,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,5,0,8,4,0,5,4,3,3,18,0,44,7,0,3,0,0,0,0,3,0,0,5,8,0,16,0,0,0,0,4,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,8,24,5,6,0,13,10,4,10,4,0,14,44,0,100,3,0,0,0,0,0,0,0,0,0,0,9,52,78,139,93,41,5,55,57,13,47,92,11,89,422,79,861,35,33,0,0
POA3904,203,112,86,9,94,95,12,47,148,19,135,803,42,1441,3,3,0,0,0,4,0,0,4,0,0,5,5,22,35,17,13,0,6,19,5,12,21,3,19,82,12,179,9,0,3,0,3,3,0,3,0,0,0,17,6,33,0,0,0,0,0,0,0,0,0,0,3,8,0,16,0,0,4,0,0,0,0,0,0,0,5,0,0,6,0,3,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,17,0,21,5,3,3,0,3,3,0,0,5,0,4,13,0,30,61,28,21,0,14,33,7,12,30,5,29,168,14,334,9,0,3,0,3,0,0,0,5,0,0,11,91,125,277,146,117,9,112,129,16,62,179,25,163,981,148,1899,66,59,29,0
POA3909,993,692,333,62,407,437,78,292,783,125,636,3502,299,6670,16,10,3,0,8,4,0,7,13,0,16,54,0,103,118,56,36,13,61,51,5,26,48,21,62,128,7,414,27,16,10,0,10,16,0,6,15,0,13,78,11,166,33,7,9,5,20,16,4,3,10,5,10,52,9,135,3,0,0,0,4,6,0,0,0,0,7,6,0,18,4,3,0,0,0,0,0,0,0,0,0,70,0,88,0,0,6,0,0,0,0,0,0,0,4,40,0,44,0,5,0,0,0,4,0,3,0,0,0,45,5,54,5,3,4,0,4,0,0,0,5,0,4,17,0,40,4,3,0,0,5,0,0,0,0,0,8,15,0,25,211,102,75,26,109,95,16,56,99,26,121,513,30,1082,41,18,11,3,18,15,3,11,20,3,26,82,780,962,1249,812,419,92,535,547,96,358,904,155,780,4093,1110,8713,260,272,79,0
POA3910,1499,2122,537,67,726,610,137,289,2141,151,1557,11615,807,19040,48,47,10,3,24,26,7,8,52,4,39,218,6,401,333,178,120,32,154,165,40,86,185,39,172,744,58,1700,66,20,22,16,27,35,11,15,29,7,31,165,17,330,75,23,24,4,65,39,7,8,32,12,46,191,8,396,9,5,4,0,8,5,0,0,9,0,7,77,3,101,10,18,7,0,14,9,0,0,8,0,18,218,4,294,0,4,5,0,3,0,0,0,3,3,0,70,0,87,18,13,10,3,14,9,6,0,11,0,12,94,3,159,11,13,7,3,9,4,0,0,14,0,21,88,8,159,22,12,4,0,17,0,0,0,14,0,14,99,7,164,600,339,206,60,339,298,75,127,365,73,356,1967,116,3797,19,15,9,8,15,7,3,4,11,3,7,49,654,750,2122,2472,751,124,1073,915,219,417,2516,230,1921,13633,1570,23588,789,1414,285,4
POA3911,273,324,85,8,109,111,39,54,332,17,230,1738,119,2891,7,8,3,0,0,3,0,0,6,0,0,25,4,48,43,19,22,6,22,23,0,4,24,4,19,110,12,224,19,12,6,0,13,9,4,0,8,0,11,31,5,71,8,0,6,0,7,3,0,4,6,0,8,33,0,49,4,0,0,0,4,0,0,0,0,0,3,6,0,18,0,0,0,0,0,0,0,0,0,0,3,14,0,21,0,0,0,0,0,0,0,0,0,0,0,7,0,10,4,0,0,0,0,0,0,0,0,0,0,4,0,13,3,0,0,0,0,0,0,0,0,0,0,9,0,9,0,5,0,0,0,0,0,0,0,0,0,11,0,18,85,45,38,6,45,41,6,14,51,9,52,250,22,493,3,0,5,0,0,5,0,0,0,0,0,14,105,124,361,374,132,15,153,158,43,73,382,28,275,1999,257,3514,122,205,40,0
POA3912,1168,1389,415,86,510,491,107,202,1475,110,1063,7666,577,12845,32,25,12,4,16,21,3,6,21,3,25,96,0,202,254,89,85,18,95,112,21,58,152,34,138,513,43,1160,44,20,19,8,25,31,3,11,20,5,24,109,5,236,30,4,4,11,27,26,5,9,17,10,15,96,0,183,5,9,0,4,10,5,0,0,7,0,5,11,0,36,13,9,8,0,3,4,0,4,3,4,12,101,5,142,0,3,0,0,3,0,0,0,0,0,3,30,0,47,10,7,0,0,4,4,0,0,0,3,6,36,4,53,9,5,0,0,3,5,0,0,11,0,8,59,0,82,9,8,7,0,4,10,0,0,12,0,12,53,0,98,401,176,147,46,197,215,40,85,238,55,237,1109,62,2229,22,9,7,7,5,10,4,3,8,4,7,29,492,563,1585,1578,569,137,709,709,152,289,1723,165,1304,8806,1131,15633,577,888,181,0
POA3913,277,278,116,17,114,110,31,57,351,22,232,1708,110,2852,6,3,0,0,9,0,0,0,4,0,13,26,0,45,59,26,25,5,21,24,0,15,35,0,26,131,6,272,11,5,8,0,6,5,0,5,8,4,11,23,0,62,5,4,0,3,6,7,0,6,0,0,5,13,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,20,0,27,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,13,0,18,0,0,0,0,0,0,0,0,6,0,0,12,0,14,90,39,36,8,45,44,4,25,52,10,49,249,12,493,3,0,0,0,3,0,0,0,0,0,0,11,86,105,367,315,155,23,159,158,29,83,402,35,283,1966,215,3449,133,161,51,0
POA3915,966,1081,297,92,502,460,98,258,1275,121,831,4283,366,8156,22,18,8,4,14,9,3,7,15,4,19,108,11,192,209,85,66,20,109,99,15,49,103,26,90,328,29,817,48,20,27,10,29,30,4,18,22,4,18,66,4,203,29,12,9,3,23,13,5,4,13,0,15,59,0,127,0,0,0,0,0,0,0,0,0,0,3,10,0,17,7,10,0,0,10,4,3,0,6,0,14,156,4,202,0,0,0,0,0,0,0,0,4,0,0,31,0,39,7,0,0,0,8,9,0,3,5,0,6,34,0,50,3,6,0,6,7,3,0,0,4,0,5,27,0,45,5,5,0,0,5,3,0,0,4,0,0,21,0,34,337,150,112,37,209,178,36,85,186,38,173,837,49,1728,51,20,12,11,20,24,5,8,30,5,7,65,670,843,1356,1254,426,137,736,664,136,355,1490,164,1010,5191,1081,10723,299,531,101,0
POA3916,87,59,49,12,28,51,4,7,61,4,77,499,23,828,4,0,0,0,0,4,0,0,3,0,0,9,0,11,14,9,6,0,5,9,0,3,3,0,3,36,0,79,0,0,0,0,0,0,0,0,0,0,0,11,0,17,4,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,16,20,8,10,5,0,15,0,5,9,0,15,84,0,145,0,0,0,0,0,0,0,0,0,0,0,14,41,59,116,68,58,11,31,59,9,11,70,12,96,593,63,1036,43,36,20,3
POA3918,368,333,145,12,158,128,37,62,383,33,325,1987,175,3454,13,3,3,0,6,4,0,6,9,0,6,24,0,45,102,34,38,7,31,51,6,21,37,6,47,170,13,407,15,8,8,0,11,12,0,5,3,5,7,30,9,80,8,0,0,0,0,8,0,0,8,0,4,18,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,16,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,0,0,0,0,0,0,3,7,0,14,0,5,0,0,0,4,0,0,9,0,0,20,0,38,0,5,0,0,8,3,0,0,7,0,8,19,0,27,146,59,56,10,56,76,6,24,71,12,78,302,30,682,13,4,4,0,4,3,0,0,0,0,0,3,123,143,528,399,210,20,216,212,46,89,458,46,405,2299,329,4276,152,188,62,0
POA3919,291,324,76,5,110,107,26,70,363,32,231,1591,126,2770,11,8,6,0,11,5,0,0,6,3,4,24,3,54,63,22,15,4,29,21,4,14,37,4,27,82,3,213,5,0,0,0,6,10,0,3,0,0,12,18,0,33,0,0,0,0,4,7,0,0,4,0,4,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,24,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,3,0,0,0,3,0,0,0,0,3,9,0,14,0,0,0,0,0,3,0,0,0,0,4,0,0,12,86,35,24,8,48,44,3,19,47,10,55,177,13,401,7,4,0,0,0,3,0,7,3,0,6,9,156,177,388,364,102,12,161,158,37,88,414,37,286,1780,292,3343,155,182,29,0
POA3920,6,38,6,0,0,0,3,3,25,0,34,835,14,955,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,6,0,0,0,0,0,0,0,0,0,41,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,6,0,0,0,0,0,0,3,0,0,130,3,137,0,0,0,0,0,0,0,0,0,0,0,3,24,26,10,39,6,0,0,0,3,3,28,0,34,970,42,1124,7,27,8,0
POA3921,14,7,7,0,3,8,0,0,14,0,12,63,5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,0,0,0,0,4,0,0,10,3,18,0,0,0,0,0,0,0,0,3,0,0,3,7,15,22,13,9,0,5,8,0,0,16,0,16,75,13,139,11,5,0,0
POA3922,1063,778,354,66,415,435,92,215,902,120,771,4142,266,7565,23,9,12,0,8,14,0,6,15,0,16,102,5,177,173,72,57,13,62,82,19,35,72,21,92,284,35,714,41,3,14,4,17,23,7,9,11,3,20,88,3,179,38,7,17,4,42,33,5,5,20,4,20,98,3,223,0,0,0,0,4,0,0,0,0,0,3,11,6,17,3,8,0,0,10,3,0,0,4,5,8,89,12,128,0,0,0,0,6,0,0,0,0,0,0,52,0,62,10,7,6,0,9,10,0,0,0,0,5,98,0,128,16,4,4,0,8,3,0,5,10,3,10,78,0,123,12,3,0,0,4,5,0,0,6,0,11,41,3,72,308,121,117,21,162,177,36,64,137,36,190,943,70,1824,37,24,10,0,15,12,3,12,28,5,23,85,540,725,1410,918,476,96,593,632,126,293,1070,162,974,5168,874,10118,285,344,95,0
POA3923,112,56,28,0,39,41,0,24,76,7,60,316,25,614,3,0,0,0,3,0,0,0,0,0,0,10,0,15,12,12,8,0,3,6,0,0,5,3,5,36,0,72,0,0,0,0,0,0,0,0,0,0,0,11,0,12,3,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,4,24,19,11,0,7,10,0,4,8,3,10,70,9,137,0,0,0,0,0,4,0,0,0,4,0,4,77,93,137,76,32,0,52,49,0,25,84,13,73,388,105,836,28,26,10,0
POA3925,379,324,127,15,158,154,20,59,324,34,277,2034,143,3393,12,7,3,0,5,8,0,5,5,0,3,39,6,72,38,25,15,5,27,23,0,6,23,4,27,120,5,250,20,5,6,0,7,5,0,0,3,0,3,49,3,87,17,7,8,0,8,6,5,3,3,0,9,32,3,74,0,0,3,0,0,0,0,0,0,0,0,7,0,18,4,8,0,0,7,0,0,0,6,0,4,41,6,60,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,23,0,33,5,4,0,0,0,0,0,0,0,0,4,19,0,26,4,0,3,0,0,0,5,0,0,0,0,18,3,31,93,55,37,6,59,47,5,15,42,4,63,368,25,663,10,7,7,0,8,4,3,3,8,0,8,39,420,498,478,386,170,25,218,202,29,83,379,37,347,2438,583,4550,150,178,47,0
POA3926,280,220,139,18,82,143,21,43,225,26,203,1693,81,2707,3,4,5,0,0,0,0,4,0,0,6,29,0,50,33,11,12,4,4,20,0,0,22,8,23,147,11,257,8,8,5,0,0,8,0,0,0,0,5,27,3,47,14,3,0,0,4,3,0,0,3,0,7,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,4,5,0,4,0,0,0,7,0,6,24,3,43,0,6,0,0,4,4,0,0,0,0,3,6,0,20,62,27,26,3,19,41,9,4,35,12,41,275,22,473,14,5,3,0,0,5,0,0,8,0,0,44,170,242,355,249,170,24,106,187,28,52,263,35,245,2013,275,3421,91,142,58,0
POA3927,151,115,68,3,39,66,10,23,124,12,114,893,52,1429,8,3,3,0,0,0,0,0,5,0,6,20,0,35,24,5,11,0,9,15,3,5,13,4,12,56,5,130,6,0,3,0,0,4,0,0,0,0,5,21,3,38,3,0,6,0,0,0,0,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27,0,0,0,0,0,0,0,0,0,0,0,11,0,17,42,17,24,4,15,18,5,5,11,4,20,152,11,286,3,0,0,0,0,6,0,4,6,0,0,15,118,142,201,134,94,3,52,91,14,32,147,20,136,1058,178,1857,60,72,32,0
POA3928,30,33,20,5,10,14,0,7,26,3,21,214,15,347,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,3,0,0,0,0,0,0,0,10,11,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,6,0,0,0,0,0,0,4,0,7,24,5,55,0,0,0,0,0,0,0,3,0,0,0,0,36,43,44,36,23,0,4,16,0,7,31,3,32,247,54,453,20,27,6,0
POA3929,114,70,58,5,40,61,5,13,45,14,74,464,25,810,3,3,0,0,0,3,0,0,0,0,0,9,0,24,19,4,9,0,5,14,4,0,4,0,9,50,6,93,3,0,0,0,0,0,0,0,0,0,0,10,0,19,4,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,5,30,9,13,0,6,17,4,0,6,0,20,103,5,177,0,3,0,0,0,0,0,0,0,0,0,11,124,136,144,77,67,9,44,84,13,20,51,14,94,573,156,1130,45,35,11,0
POA3930,1111,1152,533,101,336,587,105,161,1082,121,1033,9124,525,13963,34,21,7,0,10,11,6,5,16,0,26,201,10,299,256,132,135,41,85,126,16,34,123,32,159,1224,59,2032,54,30,24,8,24,26,8,13,18,12,39,250,8,407,43,10,17,11,29,32,3,3,21,4,29,194,15,337,7,4,0,0,11,5,0,0,3,0,8,52,0,86,18,16,6,0,8,5,4,0,4,0,10,158,7,208,8,10,6,0,5,4,4,0,3,0,6,149,8,186,15,16,3,3,13,9,3,0,5,8,15,81,3,135,17,26,9,0,8,11,0,3,17,0,24,172,8,266,24,11,11,0,7,15,0,0,10,3,17,145,6,217,478,260,225,63,201,247,38,71,231,58,324,2621,120,4169,10,3,6,0,8,10,0,3,9,0,11,61,505,609,1593,1418,764,162,542,847,141,235,1316,179,1366,11810,1150,18734,446,700,255,5
POA3931,2283,1972,929,238,857,1074,226,434,2098,257,1833,10751,721,19049,70,35,24,4,8,28,3,19,43,3,42,217,15,418,555,207,222,77,204,281,56,93,222,71,283,1343,99,2792,111,36,50,15,51,53,9,16,49,9,46,313,27,616,107,18,36,16,61,63,6,9,53,20,61,242,20,533,14,10,5,3,14,13,4,0,9,3,14,48,4,87,23,18,6,0,16,16,0,5,5,0,19,168,9,243,8,3,5,0,3,0,0,3,0,0,7,105,0,132,22,14,4,0,16,18,5,0,13,0,12,105,0,168,28,13,6,3,13,12,3,6,27,3,24,149,7,245,33,20,9,0,8,10,0,3,23,0,24,133,0,218,961,374,373,127,397,493,84,155,444,114,528,2816,189,5458,77,32,22,7,24,38,3,13,36,7,21,113,986,1254,3326,2374,1323,366,1281,1601,316,599,2573,381,2385,13677,1890,25759,689,1064,269,6
POA3933,82,68,30,4,25,35,3,16,52,7,60,536,30,826,0,0,0,0,0,0,0,0,0,0,6,13,0,21,8,5,3,0,4,3,0,0,3,3,4,32,0,53,0,0,0,0,0,0,0,0,0,0,0,15,0,17,8,0,3,0,0,5,0,0,3,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,5,17,10,5,3,7,6,0,5,12,6,7,90,6,142,0,0,0,0,5,0,0,0,0,0,0,0,31,35,98,74,41,5,35,43,3,19,67,11,66,625,65,1004,49,51,17,0
