POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA3842,3,14,0,8,0,0,0,0,0,23,0,3,0,3,0,0,0,0,0,8,11,88,3,15,18,3,0,5,0,137,0,0,0,0,0,0,0,0,0,0,0,4,4,8,9,0,0,0,0,23,9,11,8,36,17,11,0,7,0,98,16,15,16,68,33,22,4,22,0,197,0,0,0,3,3,0,0,3,0,19,3,0,0,3,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,22,49,161,29,159,90,46,8,38,0,590,0,3,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,14,6,23,0,6,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,4,20,0,14,0,0,0,0,0,35,4,6,0,3,0,0,0,0,0,15,27,126,13,18,15,8,4,5,0,221,0,0,0,0,0,0,0,0,0,0
POA3844,25,136,0,49,23,0,0,0,0,233,9,61,0,7,4,0,0,0,0,89,108,942,25,102,155,33,6,11,10,1400,0,0,0,4,3,0,0,0,0,9,37,74,7,57,69,6,0,10,4,264,77,145,31,242,185,37,0,17,15,743,95,95,152,407,417,137,30,85,26,1434,4,5,10,24,41,22,0,10,0,117,11,5,5,34,36,12,0,6,0,108,4,9,0,4,5,0,0,4,0,27,11,15,8,21,18,12,0,11,9,117,420,1779,254,968,966,270,44,156,67,4924,0,11,0,0,0,0,0,0,0,15,4,72,7,0,0,0,0,0,0,91,76,386,19,24,19,16,0,0,4,536,7,25,0,3,0,0,0,0,0,32,30,166,4,52,30,5,3,6,0,293,16,71,0,13,6,0,0,0,0,108,259,1430,86,151,218,55,22,27,23,2267,0,0,0,4,3,0,0,0,0,12
POA3847,0,4,0,10,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,3,10,34,0,5,9,0,0,3,0,65,0,0,0,0,0,0,0,0,0,0,4,6,0,5,4,0,0,5,0,24,4,9,0,16,11,0,0,6,0,38,11,7,14,34,15,6,4,14,5,108,0,0,0,5,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,4,0,3,5,17,38,81,20,70,45,21,0,25,7,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,7,0,0,0,0,13,0,5,0,0,0,0,0,0,0,5,0,7,0,7,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,3,23,50,0,6,4,0,0,6,0,98,0,0,0,0,0,0,0,0,0,5
POA3850,9,74,0,24,4,0,0,0,0,113,5,24,0,4,0,0,0,0,0,36,75,431,13,64,71,18,0,14,5,683,0,0,0,0,0,0,0,0,0,0,15,25,0,41,21,4,0,0,3,116,42,42,15,137,74,12,0,6,4,340,39,32,65,221,133,63,7,39,10,604,3,3,0,10,12,12,0,7,0,48,7,9,0,19,13,5,0,3,0,58,3,0,5,0,6,0,0,3,0,11,8,5,0,8,8,8,0,13,4,51,226,790,107,540,350,115,9,90,26,2264,0,8,0,0,0,0,0,0,0,8,3,31,0,0,0,0,0,0,0,40,52,209,9,11,10,3,0,6,0,307,0,11,0,9,0,0,0,0,0,13,25,96,5,25,10,0,0,0,0,160,6,30,4,7,3,0,0,0,0,55,157,712,38,96,86,29,12,22,10,1156,0,0,0,0,0,0,0,0,0,4
POA3851,6,22,0,6,3,0,0,0,0,34,0,5,0,0,0,0,0,0,0,5,25,119,3,11,19,3,0,4,3,195,0,0,0,0,0,0,0,0,0,6,15,11,3,13,8,0,0,0,0,51,15,22,4,37,15,6,0,5,0,105,32,16,30,66,43,18,4,13,0,210,4,3,0,8,4,4,0,3,0,25,0,0,0,0,3,0,0,4,0,14,0,0,0,0,0,0,0,0,0,4,4,7,6,8,7,0,0,8,7,35,111,229,45,149,98,36,4,36,15,730,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,18,28,0,0,0,0,0,0,0,55,0,4,0,0,0,0,0,0,0,4,11,30,5,6,3,0,0,0,0,54,4,3,0,0,0,0,0,0,0,7,54,155,16,23,26,4,4,12,0,292,0,0,0,0,0,0,0,0,0,3
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,40,69,0,3,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0
POA3854,8,4,0,3,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,8,4,40,0,0,0,0,0,5,0,62,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,0,3,0,9,9,0,0,3,0,28,4,0,6,25,13,3,4,9,0,76,0,0,0,0,0,0,0,0,0,5,0,0,0,5,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,13,26,69,9,48,45,9,4,12,5,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,8,11,50,4,6,9,0,3,9,0,90,0,0,0,0,0,0,0,0,0,0
POA3856,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,28,3,3,5,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,16,4,0,0,4,9,0,0,0,0,18,0,0,5,15,12,9,0,4,0,54,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,9,7,48,12,28,34,12,3,8,0,163,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,5,35,3,3,5,4,0,4,0,56,0,0,0,0,0,0,0,0,0,0
POA3857,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,5,0,0,0,0,9,4,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,8,11,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
POA3858,0,5,0,5,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,4,15,41,0,9,4,3,0,8,0,77,0,0,0,0,0,0,0,0,0,0,9,3,0,8,3,0,4,0,0,30,12,10,6,15,5,3,0,4,0,48,12,5,15,40,22,10,6,19,0,130,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,3,0,0,3,3,6,0,0,0,18,58,86,18,84,51,18,9,27,0,354,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,0,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,14,0,3,0,0,0,0,0,0,0,4,29,59,0,11,7,8,0,10,0,111,0,0,0,0,0,0,0,0,0,0
POA3859,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,9,19,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,5,4,0,0,0,0,8,13,0,8,7,10,3,0,10,0,50,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,27,43,10,19,16,3,0,18,3,137,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,5,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,23,26,0,5,0,0,0,5,0,59,0,0,0,0,0,0,0,0,0,0
POA3860,9,29,0,12,4,3,0,0,0,54,0,16,0,0,0,0,0,0,0,13,29,192,10,28,31,0,4,8,3,303,0,0,0,0,0,0,0,0,0,0,0,23,6,18,4,3,0,0,0,62,16,12,10,56,19,9,0,10,3,140,24,20,43,105,78,29,6,25,3,322,0,0,5,8,6,0,0,0,0,27,0,4,0,8,14,0,0,0,0,29,0,0,0,0,0,5,0,0,0,4,5,9,4,0,7,0,0,8,4,37,90,353,77,238,172,55,10,64,9,1070,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,18,14,48,6,0,0,0,0,4,0,79,0,4,0,0,0,0,0,0,0,5,11,42,0,14,4,3,3,0,0,75,0,19,0,0,0,0,0,0,0,20,58,254,12,38,35,5,5,16,3,426,0,0,0,0,0,0,0,0,0,0
POA3862,5,19,0,10,0,0,0,0,0,37,0,9,0,0,0,0,0,0,0,8,22,87,6,11,11,0,0,0,3,133,0,0,0,0,0,0,0,0,0,0,4,4,3,8,10,6,0,0,0,30,9,17,0,35,19,9,0,3,0,89,14,10,28,60,37,6,0,10,3,182,3,0,0,0,4,0,0,0,0,17,0,0,0,4,0,3,0,0,0,12,4,0,0,0,0,0,0,0,0,4,5,8,0,8,3,3,0,0,0,25,74,167,41,142,85,25,8,25,10,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,16,0,10,0,0,0,0,0,37,0,9,0,0,0,0,0,0,0,8,41,109,9,17,12,3,0,4,3,200,0,0,0,0,0,0,0,0,0,3
POA3864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,7,5,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,10,6,0,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
POA3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,9,0,0,0,8,3,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,12,0,11,8,0,4,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
POA3869,0,8,0,3,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,6,7,57,0,4,12,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,18,5,8,6,17,17,0,0,0,6,49,4,5,13,35,18,13,0,0,0,90,0,0,0,0,3,0,0,0,0,5,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,12,25,94,21,71,56,13,0,6,3,298,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,11,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,12,0,3,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,9,22,63,4,4,12,0,0,3,0,109,0,0,0,0,0,0,0,0,0,0
POA3870,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,34,3,6,4,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,0,18,3,7,0,5,8,3,0,0,4,26,0,8,4,15,10,6,0,3,0,52,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,13,29,63,8,34,32,18,4,6,11,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12,51,3,9,8,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
POA3871,0,8,0,4,0,0,0,0,0,18,3,3,0,0,0,0,0,0,0,14,20,96,0,8,16,0,0,3,4,149,0,0,0,0,0,0,0,0,0,0,6,13,0,5,6,0,0,0,0,30,7,11,5,22,10,0,5,8,0,59,8,9,8,23,32,6,3,14,0,108,3,0,0,3,6,0,0,0,0,13,0,0,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,5,19,61,169,17,81,65,23,5,27,12,461,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,10,24,0,0,6,0,0,0,5,44,0,0,0,0,0,0,0,0,0,4,6,21,0,4,0,0,0,0,0,29,3,9,0,0,0,0,0,0,0,12,39,131,9,12,19,6,3,6,3,223,0,0,0,0,0,0,0,0,0,0
POA3873,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,9,3,0,5,9,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,14,3,0,4,6,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
POA3874,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,5,0,0,0,3,0,0,0,6,4,0,0,10,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,11,5,3,0,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
POA3875,8,72,5,32,13,4,0,0,0,131,7,26,0,3,5,0,3,0,0,48,61,436,12,72,60,19,4,24,8,690,0,0,0,0,4,0,0,0,3,9,26,43,8,43,46,11,0,9,9,192,45,84,13,139,87,22,0,16,6,415,63,41,88,279,203,87,13,61,9,850,10,3,4,18,24,14,0,12,0,75,7,0,0,21,20,7,0,9,0,65,5,0,0,6,3,0,0,0,0,18,8,12,4,17,13,12,0,16,11,91,253,860,137,641,484,175,24,149,46,2768,0,4,0,0,0,0,0,0,0,4,0,40,0,0,3,0,0,0,0,46,41,151,4,18,11,0,0,7,0,231,0,15,0,0,3,0,0,0,0,20,23,90,4,39,14,4,4,0,4,173,9,27,0,8,7,0,3,0,0,53,153,637,40,96,79,32,12,52,13,1098,0,0,0,3,3,0,0,0,5,12
POA3878,0,3,0,5,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,7,31,0,5,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,5,0,0,9,7,4,0,0,0,22,7,0,3,20,10,3,0,0,0,50,0,0,0,0,3,0,0,7,0,6,0,0,0,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,23,59,4,42,35,11,0,9,0,176,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,10,13,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,10,46,0,7,4,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0
POA3880,4,16,0,4,5,0,0,0,0,27,6,4,0,0,0,0,0,0,0,3,15,69,3,12,17,5,0,0,0,119,0,0,0,0,0,0,0,0,0,0,7,16,0,14,8,0,0,0,0,46,6,13,0,27,15,5,0,0,5,79,6,6,21,36,28,18,0,10,4,130,0,0,0,4,0,0,0,6,0,11,0,0,0,7,7,4,0,0,0,16,0,0,0,5,0,0,0,0,0,6,0,0,0,0,9,3,0,0,3,18,56,149,29,112,74,37,6,18,7,490,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,14,27,0,3,5,0,0,0,0,51,0,4,0,0,0,0,0,0,0,4,5,21,0,4,3,0,0,0,0,40,0,4,0,0,0,0,0,0,0,8,22,94,9,24,15,5,3,0,0,175,0,0,0,0,0,0,0,0,0,0
POA3882,0,4,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,5,8,30,0,6,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,9,0,12,9,0,0,3,0,29,4,6,8,20,24,0,0,5,0,63,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,58,5,47,45,7,4,6,3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,4,8,36,0,7,4,0,0,3,0,72,0,0,0,0,0,0,0,0,0,0
POA3885,5,13,0,5,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,19,37,0,17,9,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,3,0,3,0,23,3,9,0,19,0,3,0,0,0,44,14,8,8,18,15,5,4,9,0,89,4,0,0,4,3,0,0,4,0,10,0,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,8,4,15,54,86,14,72,39,14,4,25,3,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,13,0,5,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,23,54,0,21,9,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0
