POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,14,8,23
POA3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,142,344,25,7,30,3,0,3,0,0,0,0,3,6,9,6,10,25,20,44,255,181,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,37,64,13,20,34,3,4,9,310,239,550
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,37,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,0,0,0,0,34,25,57
POA3494,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,113,75,190,12,9,25,0,0,0,0,0,0,0,0,0,3,4,6,10,5,17,157,96,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35,8,13,14,3,7,12,183,129,314
POA3496,0,0,0,11,9,20,0,0,0,0,0,0,0,0,0,1091,842,1932,86,97,189,20,0,26,9,0,9,0,0,5,5,8,14,60,28,90,1287,982,2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,4,7,9,8,6,17,0,0,0,0,0,0,0,0,0,0,0,0,138,150,287,91,150,239,18,14,24,1534,1308,2847
POA3498,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,1089,930,2023,90,112,207,28,0,28,5,0,5,11,3,6,14,0,15,44,31,76,1294,1085,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,10,0,9,0,0,0,0,0,3,0,0,0,3,3,8,119,176,295,70,131,205,19,16,36,1508,1419,2928
POA3500,5,3,6,24,25,48,0,0,0,0,0,0,13,19,37,5369,4777,10152,524,691,1216,75,0,75,40,14,52,54,32,84,25,22,45,212,236,451,6345,5823,12161,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,4,3,0,3,6,8,18,62,31,92,73,40,114,0,0,0,0,4,4,0,0,0,5,4,4,434,700,1135,453,794,1248,82,63,143,7378,7425,14809
POA3501,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,397,341,739,23,26,49,11,0,11,0,0,0,3,0,4,4,5,5,14,16,24,456,389,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,78,87,163,35,50,78,7,4,5,574,528,1104
POA3505,0,0,0,5,0,10,3,0,3,0,0,0,0,0,0,802,687,1488,52,54,103,17,0,19,6,5,9,0,0,0,4,5,3,45,29,68,926,782,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,105,121,228,67,132,199,13,11,19,1122,1051,2170
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,6,9,17
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,4,6,0,0,0,28,29,51
POA3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,51,31,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,4,3,0,0,0,53,51,104
POA3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,40,101,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,72,46,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,34,3,9,19,4,0,4,104,75,178
POA3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,372,866,26,24,52,9,0,9,0,0,0,0,0,0,3,0,3,8,10,15,543,410,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,116,174,53,106,159,9,5,16,658,643,1299
POA3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,93,223,5,5,7,3,0,6,0,0,0,6,0,3,0,0,0,14,7,15,153,107,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,33,39,71,12,25,36,5,0,5,200,167,371
POA3517,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,170,127,305,12,4,15,11,0,6,0,0,0,0,0,0,0,0,0,17,22,42,210,154,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,47,97,19,39,58,5,4,13,287,244,538
POA3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,124,261,9,11,19,5,0,5,0,0,0,0,0,0,7,0,9,18,14,34,178,152,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,47,36,77,16,23,43,3,0,5,243,214,456
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,5,0,0,0,0,11,17,30
POA3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,96,225,9,3,19,5,0,5,0,0,0,0,0,0,0,0,0,5,0,9,153,106,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,41,65,19,24,38,6,3,3,202,172,377
POA3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,33,95,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,65,43,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,36,3,6,16,0,3,3,83,74,157
POA3523,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,501,379,884,23,15,35,14,0,14,0,0,0,0,0,0,5,0,8,22,12,31,571,413,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,98,135,227,67,102,164,13,7,18,754,655,1410
POA3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,152,333,5,13,17,7,0,7,3,0,3,3,0,3,7,0,7,21,19,42,232,183,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,45,95,13,28,43,0,0,3,298,256,558
POA3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,72,171,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,17,32,48,135,105,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,38,11,14,24,7,0,4,172,137,311
POA3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,21,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,4,5,0,0,0,28,29,60
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,18,0,0,0,0,0,0,37,25,59
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,53,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,37,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,3,3,0,0,0,44,42,80
POA3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,176,6,11,7,0,0,0,0,0,0,0,0,0,7,0,7,9,19,33,127,101,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,18,37,7,21,30,0,5,6,161,145,302
POA3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,94,230,5,3,11,0,0,0,0,0,0,0,0,0,4,0,0,26,30,56,165,137,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,65,9,24,40,0,7,3,219,196,412
POA3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,44,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,40,20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,12,19,5,7,13,0,0,0,57,43,100
POA3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,21,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,0,3,3,0,0,0,35,22,60
POA3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,21,60,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,10,0,13,57,25,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,27,0,5,9,0,0,0,74,43,114
POA3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,76,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,9,17,26,60,50,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,20,40,7,3,12,4,0,5,91,76,171
POA3549,0,0,0,52,3,53,0,0,0,0,0,0,6,5,11,562,364,931,165,141,306,6,0,6,3,0,3,3,0,3,3,3,8,74,41,113,874,557,1427,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,14,9,21,0,0,0,0,0,0,0,0,5,0,0,5,61,57,117,21,43,69,20,11,30,987,681,1670
POA3550,22,20,43,69,87,161,0,3,4,4,0,3,20,18,43,6209,5553,11765,410,530,940,72,0,72,68,5,73,133,63,197,44,27,70,384,428,811,7440,6748,14184,0,0,0,0,0,0,0,0,0,3,0,5,0,4,4,3,0,3,4,12,11,0,0,0,0,0,0,4,0,8,4,10,15,4,8,13,18,18,32,68,45,114,84,73,161,3,7,5,4,4,5,3,0,4,8,10,14,1215,1541,2749,803,1460,2262,46,44,89,9595,9865,19460
POA3551,8,0,7,32,29,67,0,0,0,3,0,3,5,4,7,6226,5232,11463,356,394,745,148,4,155,29,6,27,40,7,48,27,19,45,100,73,178,6975,5769,12741,5,0,5,0,0,0,0,0,0,0,0,3,0,3,5,4,0,0,9,3,11,0,0,0,0,0,0,4,0,3,8,14,19,0,0,0,5,11,16,34,31,63,49,50,98,4,0,6,3,0,3,0,0,5,9,5,9,1143,1577,2718,817,1350,2167,48,41,87,9046,8783,17829
POA3555,11,3,15,26,54,83,0,0,4,0,0,0,6,7,9,3179,2814,6000,234,239,474,43,0,43,22,6,29,42,10,53,21,10,27,77,55,134,3668,3200,6867,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,0,3,5,4,11,0,0,0,0,0,0,3,3,5,4,10,11,0,0,3,11,15,24,26,15,49,47,34,81,0,3,3,0,3,3,0,0,0,0,3,11,430,630,1065,352,696,1048,21,16,36,4522,4583,9108
POA3556,3,0,3,17,17,33,3,0,3,0,0,0,5,0,3,2224,1949,4171,165,171,337,48,0,51,9,0,13,10,9,24,9,4,10,50,37,84,2536,2199,4736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,11,4,12,23,16,38,38,18,55,0,0,0,0,3,3,0,0,0,0,3,7,222,346,570,232,469,704,28,12,38,3054,3050,6108
POA3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,126,269,5,3,11,6,0,6,0,0,0,0,0,0,0,0,0,6,0,5,168,131,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,67,21,31,47,3,4,6,225,203,426
POA3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,80,208,6,3,10,0,0,0,0,0,0,0,0,0,4,0,4,17,15,33,155,102,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,64,13,26,31,0,0,8,204,162,365
POA3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,61,143,10,4,8,0,0,0,0,0,0,0,0,0,6,0,7,12,8,24,103,76,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,30,53,7,8,20,0,0,3,150,114,262
POA3561,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,664,577,1233,47,34,83,12,0,19,15,5,19,10,4,12,6,0,4,50,37,92,809,661,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,9,4,14,0,0,0,0,0,0,4,0,4,4,0,4,117,117,235,57,129,192,10,9,24,1011,923,1933
POA3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,77,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,49,38,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,24,3,8,7,0,0,0,62,56,126
POA3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,103,215,4,4,11,3,0,3,9,0,9,0,0,0,0,0,0,8,9,16,139,109,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,40,75,18,20,38,0,0,0,200,171,369
POA3564,0,0,0,8,0,11,0,0,0,0,0,0,3,10,10,2806,2486,5295,203,215,419,51,5,53,26,5,32,60,23,76,21,12,35,125,155,272,3297,2899,6201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,24,19,46,34,18,50,0,0,0,0,0,0,4,0,4,4,0,4,286,440,725,332,565,897,32,23,56,3984,3948,7929
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,34,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,14,4,4,6,0,0,0,34,30,63
POA3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,170,0,4,3,6,0,7,3,0,3,0,0,0,4,0,5,13,5,21,112,95,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,33,6,12,20,6,4,5,139,129,270
POA3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,92,192,3,0,5,4,0,4,4,0,6,0,0,3,0,0,0,14,10,31,130,107,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,62,7,11,15,0,6,4,176,151,327
POA3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,395,854,16,19,34,12,0,13,17,6,19,11,4,13,6,0,10,35,24,60,553,450,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,60,63,124,33,66,95,9,5,12,657,588,1242
POA3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,92,201,13,13,21,5,0,5,0,0,0,0,0,0,0,0,4,11,5,14,144,110,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,31,59,9,26,33,3,0,7,185,167,353
POA3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,72,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,5,18,56,42,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,47,4,8,10,0,0,0,91,69,158
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,23,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,5,18,0,4,3,0,0,0,42,34,71
POA3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,90,0,7,4,3,0,3,0,0,0,0,0,0,4,0,4,3,4,11,63,49,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,40,0,8,8,0,0,0,91,76,167
POA3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,90,185,16,10,26,0,0,0,0,0,4,0,0,4,9,5,12,15,17,36,142,119,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,73,10,11,21,9,7,15,200,176,375
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,0,0,0,0,0,0,16,15,34
POA3579,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,788,599,1386,41,55,98,17,0,22,5,0,10,11,7,14,10,7,12,60,73,136,935,748,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,16,3,21,0,0,0,0,0,0,3,0,3,3,0,3,132,126,261,68,127,190,15,16,31,1167,1024,2195
